session_id,worker_id,order_id,norm_order_id,model,prompt,elapsed_time,num_queries,num_events,acceptance,model_completion,final_sentence,edit_model_final_token,edit_model_final_char,apt,specific,imageable,overall
0b4b1032e90c4246a0eebf393c1549c4,4e1012899a3f6dbeb511b28f69fc4de7,8,0.8,InstructBabbage,life,0.38,1,31,100.0,It's not worth your while to play if you don't have a winning strategy.,"In life, it's not worth your while to play if you don't have a winning strategy.",3,9,,,,
0b4b1032e90c4246a0eebf393c1549c4,4e1012899a3f6dbeb511b28f69fc4de7,9,0.9,InstructBabbage,life,0.94,3,95,33.0,We'll just have to play along and see what happens.,"Sometimes when the rules of life aren't what we expected, we just have to play along and see what happens.",11,57,,,,
b516db3b74174968b13ac76693ba4354,4455389e51c490d7126cd4c048a03c66,0,0.0,Jumbo,theory,1.19,0,93,,,A theory must be constructed with caution.,7,42,,,,
b516db3b74174968b13ac76693ba4354,4455389e51c490d7126cd4c048a03c66,1,0.08,Jumbo,theory,0.91,1,101,100.0,Your theory is a house of cards.,A theory must be worked on similar to a house of cards.,7,29,,,,
b516db3b74174968b13ac76693ba4354,4455389e51c490d7126cd4c048a03c66,2,0.17,Jumbo,theory,0.62,1,76,100.0,She was too stupid to understand my theory.,A theory requires careful planning and thought to create.,9,44,1.0,1.0,1.0,1.0
b516db3b74174968b13ac76693ba4354,4455389e51c490d7126cd4c048a03c66,3,0.25,Jumbo,theory,0.47,1,100,100.0,You need to have a good foundation to build upon.,A  theory needs to have a good foundation before it is built upon.,7,21,,,,
b516db3b74174968b13ac76693ba4354,4455389e51c490d7126cd4c048a03c66,4,0.33,Jumbo,theory,0.74,1,114,100.0,They use that theory a lot around here.,A theory can serve as a model for many more trains of thought.,12,42,,,,
b516db3b74174968b13ac76693ba4354,4455389e51c490d7126cd4c048a03c66,5,0.42,Jumbo,theory,0.53,1,84,100.0,All theories have weak points.,A theory can have weak points if not properly analyzed.,8,32,,,,
b516db3b74174968b13ac76693ba4354,4455389e51c490d7126cd4c048a03c66,6,0.5,Jumbo,theory,0.65,1,78,100.0,His theory collapsed under the weight of evidence.,A theory unless structurally sound can collapse under the weight of evidence.,6,34,1.0,1.0,1.0,1.0
b516db3b74174968b13ac76693ba4354,4455389e51c490d7126cd4c048a03c66,7,0.58,Jumbo,theory,0.94,1,121,100.0,"It's a solid theory, but it's not very architectural.","A theory may be solid, but it is not always guaranteed to hold over time.",13,49,,,,
b516db3b74174968b13ac76693ba4354,4455389e51c490d7126cd4c048a03c66,8,0.67,Jumbo,theory,0.79,2,127,50.0,You have to tear down the old framework and build a new one.,"Sometimes with new evidence, you have to tear down the old framework of a theory and create a new one.",9,48,1.0,1.0,1.0,1.0
b516db3b74174968b13ac76693ba4354,4455389e51c490d7126cd4c048a03c66,9,0.75,Jumbo,theory,1.56,1,205,100.0,"When he is finished, his theory will be as strong as the Empire State Building.","A well thought out theory similar to an well designed bridge, can withstand scrutiny and the test of time",18,77,,,,
b516db3b74174968b13ac76693ba4354,4455389e51c490d7126cd4c048a03c66,10,0.83,Jumbo,theory,1.02,1,139,100.0,Criticism demolished my theory.,"Without using physical force, criticism can destroy flimsy theories.",9,48,1.0,0.5,0.5,0.6666666666666666
b516db3b74174968b13ac76693ba4354,4455389e51c490d7126cd4c048a03c66,11,0.92,Jumbo,theory,0.75,1,112,100.0,We'll need to add more floors to that structure.,Theories are added upon given enough information and materials that support it.,11,55,1.0,1.0,1.0,1.0
bc02235155ab4c048079b81b11ca48e8,4e1012899a3f6dbeb511b28f69fc4de7,0,0.0,Davinci,idea,1.65,1,80,100.0,You've already planted the seeds of that idea in his mind.,You've already buried the seeds of that idea in his mind; now you just have to nourish them.,9,40,1.0,1.0,1.0,1.0
bc02235155ab4c048079b81b11ca48e8,4e1012899a3f6dbeb511b28f69fc4de7,1,0.11,Davinci,idea,1.62,2,78,100.0,Plato's theory of ideas were the seeds that grew into logicians flowering.,Plato's theory of ideas provided the seeds that flowered into logic.,4,27,,,,
bc02235155ab4c048079b81b11ca48e8,4e1012899a3f6dbeb511b28f69fc4de7,2,0.22,Davinci,idea,1.01,1,109,100.0,Let that thought take root in your mind.,"The best idea might take root in your mind, but you still have to tend it for it to grow.",16,59,1.0,1.0,1.0,1.0
bc02235155ab4c048079b81b11ca48e8,4e1012899a3f6dbeb511b28f69fc4de7,3,0.33,Davinci,idea,1.15,1,88,100.0,Not all ideas bear fruit.,Sometimes even the most lovingly tended ideas fail to bear fruit.,8,42,1.0,1.0,1.0,1.0
bc02235155ab4c048079b81b11ca48e8,4e1012899a3f6dbeb511b28f69fc4de7,4,0.44,Davinci,idea,1.15,2,129,50.0,I'm a strong believer in branching out.,The best ideas send up saplings of truth that sometimes grow in unexpected directions.,13,67,1.0,1.0,1.0,1.0
bc02235155ab4c048079b81b11ca48e8,4e1012899a3f6dbeb511b28f69fc4de7,5,0.56,Davinci,idea,0.57,1,69,100.0,"If you give it plenty of thought, it'll grow.","If you nourish an idea with plenty of thought, it will usually grow.",7,26,,,,
bc02235155ab4c048079b81b11ca48e8,4e1012899a3f6dbeb511b28f69fc4de7,6,0.67,Davinci,idea,0.94,1,113,100.0,That idea was planted far too late.,"It was the right idea, but planted in the wrong season for it to flourish.",14,49,,,,
bc02235155ab4c048079b81b11ca48e8,4e1012899a3f6dbeb511b28f69fc4de7,7,0.78,Davinci,idea,1.62,1,120,100.0,He pulled up the wrong ideas by their roots.,The most harmful ideas can only be eliminated by pulling them up at their roots.,12,53,,,,
bc02235155ab4c048079b81b11ca48e8,4e1012899a3f6dbeb511b28f69fc4de7,8,0.89,Davinci,idea,0.75,1,91,100.0,Spread the seeds of your idea.,Spread the seeds of your idea; it is for others to provide the water and soil.,11,48,1.0,1.0,1.0,1.0
d591582d7dd64a1f9c5c269d0259f764,cb9564a86f8e811b6767152bd6bf090c,0,0.0,Davinci,theory,0.56,0,95,,,"If your theory is well built, others will want to rely on it",13,60,,,,
d591582d7dd64a1f9c5c269d0259f764,cb9564a86f8e811b6767152bd6bf090c,1,0.08,Davinci,theory,0.36,0,151,,,"A good theory, like a good building, is worth much more than the inputs that went into building it",19,98,1.0,1.0,1.0,1.0
d591582d7dd64a1f9c5c269d0259f764,cb9564a86f8e811b6767152bd6bf090c,2,0.17,Davinci,theory,0.38,0,119,,,A strong theory can welcome new layers being laid upon the top of it,14,68,,,,
d591582d7dd64a1f9c5c269d0259f764,cb9564a86f8e811b6767152bd6bf090c,3,0.25,Davinci,theory,0.43,0,198,,,"While it may no longer be as attractive as the newer and flashier competitors, both a good building and a good theory can continue to serve people in their intended purpose.",31,173,1.0,1.0,1.0,1.0
d591582d7dd64a1f9c5c269d0259f764,cb9564a86f8e811b6767152bd6bf090c,4,0.33,Davinci,theory,0.51,1,76,0.0,,An improperly designed theory cannot stand on its own.,9,54,1.0,1.0,1.0,1.0
d591582d7dd64a1f9c5c269d0259f764,cb9564a86f8e811b6767152bd6bf090c,5,0.42,Davinci,theory,0.14,0,61,,,"Both a theory and a building can be torn down, if need be",13,57,,,,
d591582d7dd64a1f9c5c269d0259f764,cb9564a86f8e811b6767152bd6bf090c,6,0.5,Davinci,theory,0.36,1,112,0.0,,"Theories and arguments can be built on shaky foundations, just as with buildings",13,80,,,,
d591582d7dd64a1f9c5c269d0259f764,cb9564a86f8e811b6767152bd6bf090c,7,0.58,Davinci,theory,0.97,1,165,0.0,,"Everyone has their own home, and they maintain their own theories with as much sentimentality",15,93,,,,
d591582d7dd64a1f9c5c269d0259f764,cb9564a86f8e811b6767152bd6bf090c,8,0.67,Davinci,theory,0.91,0,81,,,"The more ambitious a theory tries to be, the further its builder has to fall",15,76,,,,
d591582d7dd64a1f9c5c269d0259f764,cb9564a86f8e811b6767152bd6bf090c,9,0.75,Davinci,theory,0.56,1,116,0.0,,"A weak theory is like a house of cards, and it can collapse just as a real building would.",19,90,1.0,1.0,1.0,1.0
d591582d7dd64a1f9c5c269d0259f764,cb9564a86f8e811b6767152bd6bf090c,10,0.83,Davinci,theory,0.32,0,136,,,A good idea or explanation is worth more than the inputs that went into making it.,16,82,1.0,0.5,0.5,0.6666666666666666
d591582d7dd64a1f9c5c269d0259f764,cb9564a86f8e811b6767152bd6bf090c,11,0.92,Davinci,theory,0.97,1,110,0.0,,Even abstract ideas can be defaced in the way that vandals might deface property,14,80,,,,
98c70292fd1c438b82cad85d952d5547,cb9564a86f8e811b6767152bd6bf090c,0,0.0,InstructBabbage,idea,0.52,0,81,,,An idea is practically invisible when it is first formed,10,56,,,,
98c70292fd1c438b82cad85d952d5547,cb9564a86f8e811b6767152bd6bf090c,1,0.07,InstructBabbage,idea,0.2,0,92,,,"A brand new idea is a seed, almost worthless on its own, but with great potential.",16,82,1.0,1.0,1.0,1.0
98c70292fd1c438b82cad85d952d5547,cb9564a86f8e811b6767152bd6bf090c,2,0.14,InstructBabbage,idea,0.22,0,102,,,"One needs to be patient when nurturing an idea, as it will be a slow development process",17,88,,,,
98c70292fd1c438b82cad85d952d5547,cb9564a86f8e811b6767152bd6bf090c,3,0.21,InstructBabbage,idea,0.32,0,104,,,"You can pass ideas along easily, perhaps more easily than finished products.",12,76,,,,
98c70292fd1c438b82cad85d952d5547,cb9564a86f8e811b6767152bd6bf090c,4,0.29,InstructBabbage,idea,0.27,0,122,,,"As your ideas develop, you need to be careful not to give them too little, or even too much, attention",20,102,1.0,1.0,0.5,0.8333333333333334
98c70292fd1c438b82cad85d952d5547,cb9564a86f8e811b6767152bd6bf090c,5,0.36,InstructBabbage,idea,0.36,1,71,0.0,,"A good idea, with care and some luck, will bear real fruit",12,58,,,,
98c70292fd1c438b82cad85d952d5547,cb9564a86f8e811b6767152bd6bf090c,6,0.43,InstructBabbage,idea,0.23,0,99,,,An idea needs a well made bed to be its foundation before it can go anywhere.,16,77,,,,
98c70292fd1c438b82cad85d952d5547,cb9564a86f8e811b6767152bd6bf090c,7,0.5,InstructBabbage,idea,0.14,0,62,,,"An idea might live forever, but it can always keep growing",11,58,0.5,0.5,0.5,0.5
98c70292fd1c438b82cad85d952d5547,cb9564a86f8e811b6767152bd6bf090c,8,0.57,InstructBabbage,idea,0.15,0,61,,,Even the best idea can wither and die if it is neglected.,12,57,,,,
98c70292fd1c438b82cad85d952d5547,cb9564a86f8e811b6767152bd6bf090c,9,0.64,InstructBabbage,idea,0.21,0,44,,,"Like seeds in a field, ideas can be stolen",9,42,0.5,1.0,0.5,0.6666666666666666
98c70292fd1c438b82cad85d952d5547,cb9564a86f8e811b6767152bd6bf090c,10,0.71,InstructBabbage,idea,1.02,3,188,50.0,"Ideas grow and change, but they always have a place in our minds.","Ideas might seem valuable to the person who owns them, but only the grown flower appeals to outsiders",17,70,,,,
98c70292fd1c438b82cad85d952d5547,cb9564a86f8e811b6767152bd6bf090c,11,0.79,InstructBabbage,idea,0.16,0,63,,,Scavengers might feed off of your ideas before they can bloom,11,61,1.0,1.0,1.0,1.0
98c70292fd1c438b82cad85d952d5547,cb9564a86f8e811b6767152bd6bf090c,12,0.86,InstructBabbage,idea,0.41,0,120,,,"An idea may be vulnerable and weak at first, but it could grow to be solid and hardy",18,84,,,,
98c70292fd1c438b82cad85d952d5547,cb9564a86f8e811b6767152bd6bf090c,13,0.93,InstructBabbage,idea,0.65,0,189,,,"As in the bottom of the food chain, at the basic level, all activity ultimately depends upon ideas to thrive.",20,109,,,,
30d906214c7245a094ff0ca87bf2328b,a9375b391c9034dd1cfbe0dae26e4a3c,0,0.0,InstructDavinci,theory,1.08,1,27,100.0,should be able to stand up to criticism.,A good theory should be able to stand up to criticism.,3,14,,,,
30d906214c7245a094ff0ca87bf2328b,a9375b391c9034dd1cfbe0dae26e4a3c,1,0.17,InstructDavinci,theory,0.59,1,29,100.0,is like a strong foundation for a building.,A sound theory is like a strong foundation for a building.,3,15,1.0,1.0,1.0,1.0
30d906214c7245a094ff0ca87bf2328b,a9375b391c9034dd1cfbe0dae26e4a3c,2,0.33,InstructDavinci,theory,0.55,1,33,100.0,withstand any attack.,A sound theory will withstand any attack.,4,20,0.5,1.0,0.5,0.6666666666666666
30d906214c7245a094ff0ca87bf2328b,a9375b391c9034dd1cfbe0dae26e4a3c,3,0.5,InstructDavinci,theory,0.44,1,39,100.0,for strong foundations.,Sensible theories make for strong foundations.,3,23,1.0,1.0,1.0,1.0
30d906214c7245a094ff0ca87bf2328b,a9375b391c9034dd1cfbe0dae26e4a3c,4,0.67,InstructDavinci,theory,0.55,1,39,100.0,a strong foundation for future research.,A good theory will create a strong foundation for future research.,5,26,1.0,1.0,1.0,1.0
30d906214c7245a094ff0ca87bf2328b,a9375b391c9034dd1cfbe0dae26e4a3c,5,0.83,InstructDavinci,theory,1.93,1,123,0.0,,Theories that are solid will remain.,6,36,1.0,1.0,1.0,1.0
30d8f4f77d784e6b818e1bd422fbbb8f,cb9564a86f8e811b6767152bd6bf090c,0,0.0,Jumbo,life,0.45,0,70,,,"There are real, and valuable prizes for winning in life",10,55,,,,
30d8f4f77d784e6b818e1bd422fbbb8f,cb9564a86f8e811b6767152bd6bf090c,1,0.06,Jumbo,life,0.13,0,58,,,Life has rules that everyone is supposed to follow,9,50,,,,
30d8f4f77d784e6b818e1bd422fbbb8f,cb9564a86f8e811b6767152bd6bf090c,2,0.12,Jumbo,life,0.23,0,114,,,"There is no handy instruction booklet for life, you have to figure out the rules as you go",18,90,,,,
30d8f4f77d784e6b818e1bd422fbbb8f,cb9564a86f8e811b6767152bd6bf090c,3,0.19,Jumbo,life,0.37,0,145,,,"Most people agree on the desired outcome of life, but everyone decides on their own strategy of how to reach that goal.",22,119,,,,
30d8f4f77d784e6b818e1bd422fbbb8f,cb9564a86f8e811b6767152bd6bf090c,4,0.25,Jumbo,life,0.22,0,113,,,"Life is meant to be enjoyed, and most people would agree that they had fun while living it.",18,91,1.0,1.0,0.5,0.8333333333333334
30d8f4f77d784e6b818e1bd422fbbb8f,cb9564a86f8e811b6767152bd6bf090c,5,0.31,Jumbo,life,0.13,0,66,,,"People sometimes cheat in life, even when the stakes are low",11,60,,,,
30d8f4f77d784e6b818e1bd422fbbb8f,cb9564a86f8e811b6767152bd6bf090c,6,0.38,Jumbo,life,0.26,0,123,,,"Some people put too much emphasis on winning in life, and forget to enjoy it for what it is",19,91,1.0,1.0,0.5,0.8333333333333334
30d8f4f77d784e6b818e1bd422fbbb8f,cb9564a86f8e811b6767152bd6bf090c,7,0.44,Jumbo,life,0.13,0,60,,,Building up a strong team can help you to win in life.,12,54,1.0,1.0,1.0,1.0
30d8f4f77d784e6b818e1bd422fbbb8f,cb9564a86f8e811b6767152bd6bf090c,8,0.5,Jumbo,life,0.97,1,179,0.0,,"When you reach the last inning in life, you might be so far ahead that you don't need to keep struggling, or so far behind that you might as well relax.",31,152,,,,
30d8f4f77d784e6b818e1bd422fbbb8f,cb9564a86f8e811b6767152bd6bf090c,9,0.56,Jumbo,life,0.19,0,95,,,"Money, power, and respect can be thought of as points on the scoreboard of life",15,79,,,,
30d8f4f77d784e6b818e1bd422fbbb8f,cb9564a86f8e811b6767152bd6bf090c,10,0.62,Jumbo,life,0.18,0,83,,,"In life, you have to deal with the cards that you were dealt at the beginning",16,77,1.0,1.0,1.0,1.0
30d8f4f77d784e6b818e1bd422fbbb8f,cb9564a86f8e811b6767152bd6bf090c,11,0.69,Jumbo,life,0.12,0,65,,,Sometimes you just have to roll the dice and hope for the best.,13,63,,,,
30d8f4f77d784e6b818e1bd422fbbb8f,cb9564a86f8e811b6767152bd6bf090c,12,0.75,Jumbo,life,0.36,0,100,,,"Life has its winners and its losers, but no one wants you to give up and stop trying to play",20,92,0.5,1.0,1.0,0.8333333333333334
30d8f4f77d784e6b818e1bd422fbbb8f,cb9564a86f8e811b6767152bd6bf090c,13,0.81,Jumbo,life,0.53,1,115,0.0,,"As the old saying goes, sometimes the way you play is more important than whether you win or lose",19,97,,,,
30d8f4f77d784e6b818e1bd422fbbb8f,cb9564a86f8e811b6767152bd6bf090c,14,0.88,Jumbo,life,0.24,0,101,,,"People respect a player who acts graciously, whether he or she is winning or losing",15,83,,,,
30d8f4f77d784e6b818e1bd422fbbb8f,cb9564a86f8e811b6767152bd6bf090c,15,0.94,Jumbo,life,0.39,0,144,,,"Life is not always a zero-sum game, you can win by helping others, and your success does not have to mean that someone else loses.",25,130,,,,
0f1d9c7bb3b44faa8762f8e77c22a179,cb9564a86f8e811b6767152bd6bf090c,0,0.0,Davinci,progress,0.47,0,85,,,You should be careful not to step on anyone's toes as you move,13,62,1.0,1.0,0.5,0.8333333333333334
0f1d9c7bb3b44faa8762f8e77c22a179,cb9564a86f8e811b6767152bd6bf090c,1,0.08,Davinci,progress,0.23,0,92,,,"You can do it alone, but making real progress often requires the help of another",15,80,,,,
0f1d9c7bb3b44faa8762f8e77c22a179,cb9564a86f8e811b6767152bd6bf090c,2,0.17,Davinci,progress,0.28,0,109,,,You can't bring someone along on your journey unless they agree to spend that time with you,17,91,0.5,1.0,0.5,0.6666666666666666
0f1d9c7bb3b44faa8762f8e77c22a179,cb9564a86f8e811b6767152bd6bf090c,3,0.25,Davinci,progress,0.23,0,83,,,"Someone usually has to lead on the path, and someone else can follow and help",15,77,,,,
0f1d9c7bb3b44faa8762f8e77c22a179,cb9564a86f8e811b6767152bd6bf090c,4,0.33,Davinci,progress,0.38,0,126,,,The rewards from a journey can strengthen the relationship between those who made it,14,84,,,,
0f1d9c7bb3b44faa8762f8e77c22a179,cb9564a86f8e811b6767152bd6bf090c,5,0.42,Davinci,progress,0.55,1,102,0.0,,"It takes courage to make that first step onto the dance floor, but others may soon follow",17,89,1.0,1.0,1.0,1.0
0f1d9c7bb3b44faa8762f8e77c22a179,cb9564a86f8e811b6767152bd6bf090c,6,0.5,Davinci,progress,0.21,0,86,,,Sometimes even a slight misstep can cause you to lose the rhythm and your momentum,15,82,,,,
0f1d9c7bb3b44faa8762f8e77c22a179,cb9564a86f8e811b6767152bd6bf090c,7,0.58,Davinci,progress,0.58,1,78,0.0,,You have to learn the basics before you can start your own routines,13,67,,,,
0f1d9c7bb3b44faa8762f8e77c22a179,cb9564a86f8e811b6767152bd6bf090c,8,0.67,Davinci,progress,0.24,0,98,,,"If you want to move forward, sometimes a trusted partner has to agree to temporarily move back",17,94,,,,
0f1d9c7bb3b44faa8762f8e77c22a179,cb9564a86f8e811b6767152bd6bf090c,9,0.75,Davinci,progress,0.47,0,156,,,"No journey lasts forever, and eventually you have to play one last sad, but sweet, slow song",17,92,1.0,1.0,1.0,1.0
0f1d9c7bb3b44faa8762f8e77c22a179,cb9564a86f8e811b6767152bd6bf090c,10,0.83,Davinci,progress,1.0,1,135,0.0,,"It can be hard to move forward if your chosen venue is too crowded, sometimes you need to find an open field.",22,109,0.5,1.0,0.5,0.6666666666666666
0f1d9c7bb3b44faa8762f8e77c22a179,cb9564a86f8e811b6767152bd6bf090c,11,0.92,Davinci,progress,0.15,0,66,,,"No one succeeds alone, and it often takes more than two to tango",13,64,,,,
e8608c2b11034eaa8544e13f4b9a36bc,ca8f171d201e05ab91f1f9c21ec5de41,0,0.0,InstructDavinci,progress,5.44,2,77,50.0,We're just taking small steps forward.,We're making progress by taking small steps forward.,3,17,0.5,1.0,0.5,0.6666666666666666
e8608c2b11034eaa8544e13f4b9a36bc,ca8f171d201e05ab91f1f9c21ec5de41,1,0.2,InstructDavinci,progress,1.64,3,192,33.0,We're still learning the steps.,We're making progress through learning the steps.,3,21,1.0,0.5,1.0,0.8333333333333334
e8608c2b11034eaa8544e13f4b9a36bc,ca8f171d201e05ab91f1f9c21ec5de41,2,0.4,InstructDavinci,progress,3.95,1,108,100.0,We're two steps forward and one step back.,Progress that is made  two steps forward and one step back will advance to the goal.,10,45,0.5,1.0,1.0,0.8333333333333334
e8608c2b11034eaa8544e13f4b9a36bc,ca8f171d201e05ab91f1f9c21ec5de41,3,0.6,InstructDavinci,progress,2.45,2,142,50.0,We must continue to move forward.,A successful progress always builds upon moving forward and following the rules.,12,60,0.5,0.0,0.0,0.16666666666666666
e8608c2b11034eaa8544e13f4b9a36bc,ca8f171d201e05ab91f1f9c21ec5de41,4,0.8,InstructDavinci,progress,3.63,2,193,50.0,We're taking small steps forward.,Progress is always possible by making  small steps forward.,6,30,1.0,1.0,1.0,1.0
fb933e65b85940ed9d7bd567f4f3744d,ca8f171d201e05ab91f1f9c21ec5de41,0,0.0,InstructDavinci,theory,4.47,1,108,100.0,He was able to erect a strong theory using only a few pieces of evidence.,He was able to erect a strong theory using good materials as evidence.,5,15,0.5,0.5,0.5,0.5
fb933e65b85940ed9d7bd567f4f3744d,ca8f171d201e05ab91f1f9c21ec5de41,1,0.2,InstructDavinci,theory,5.31,2,227,50.0,The theory is weak because it's not supported by any evidence.,A weak theory with bad support is insecure .,10,38,1.0,1.0,1.0,1.0
fb933e65b85940ed9d7bd567f4f3744d,ca8f171d201e05ab91f1f9c21ec5de41,2,0.4,InstructDavinci,theory,1.51,1,137,0.0,,A strong theory always builds on a concrete base.,9,49,1.0,1.0,1.0,1.0
fb933e65b85940ed9d7bd567f4f3744d,ca8f171d201e05ab91f1f9c21ec5de41,3,0.6,InstructDavinci,theory,2.6,2,154,50.0,The theory is badly flawed - it's nothing more than a house of cards.,Poor evidence constructs a badly flawed theory.,13,55,0.5,0.5,0.5,0.5
fb933e65b85940ed9d7bd567f4f3744d,ca8f171d201e05ab91f1f9c21ec5de41,4,0.8,InstructDavinci,theory,0.88,1,19,100.0,"His theory was very weak, and it collapsed under scrutiny.","Her theory was very weak, and it collapsed under scrutiny.",1,2,1.0,1.0,1.0,1.0
4eeae5e084aa403f9a12f1e52915b1e7,ca8f171d201e05ab91f1f9c21ec5de41,0,0.0,InstructBabbage,idea,2.84,3,159,100.0,"I water and fertilize my idea, but it is not me who creates the idea.","I fertilize my idea, which is loved by everyone.",10,37,1.0,1.0,0.5,0.8333333333333334
4eeae5e084aa403f9a12f1e52915b1e7,ca8f171d201e05ab91f1f9c21ec5de41,1,0.2,InstructBabbage,idea,0.76,2,68,50.0,They have to grow or they will die.,Ideas have to grow or they will die.,1,4,1.0,1.0,1.0,1.0
4eeae5e084aa403f9a12f1e52915b1e7,ca8f171d201e05ab91f1f9c21ec5de41,2,0.4,InstructBabbage,idea,3.06,1,121,100.0,Ideas need water and sunlight to thrive.,Ideas need water and sunlight to thrive.,0,0,0.5,0.5,1.0,0.6666666666666666
4eeae5e084aa403f9a12f1e52915b1e7,ca8f171d201e05ab91f1f9c21ec5de41,3,0.6,InstructBabbage,idea,0.93,1,58,100.0,someday they will sprout and fruits will be gathered.,Someday they will sprout and good ideas will be gathered.,3,9,1.0,1.0,1.0,1.0
4eeae5e084aa403f9a12f1e52915b1e7,ca8f171d201e05ab91f1f9c21ec5de41,4,0.8,InstructBabbage,idea,2.18,2,110,50.0,It takes time and patience to develop an idea.,It takes time and patience to develop an idea.,0,0,0.5,1.0,0.5,0.6666666666666666
b41709a2fbd241c19ab53c61a170c9d7,1e1f5577348f76027d7884815297109a,0,0.0,Davinci,progress,1.03,1,79,100.0,Let's go back a few steps and start over.,"Let's go back a few steps and start over, like a beautiful dance of surrender.",7,37,,,,
b41709a2fbd241c19ab53c61a170c9d7,1e1f5577348f76027d7884815297109a,1,0.09,Davinci,progress,1.06,1,35,100.0,We can't start this project until everyone has mastered their part.,"We can't start this project until everyone has mastered their part, just like a dance.",5,19,1.0,1.0,0.5,0.8333333333333334
b41709a2fbd241c19ab53c61a170c9d7,1e1f5577348f76027d7884815297109a,2,0.18,Davinci,progress,0.41,0,143,,,Progress is full of twist and turns like a dance in the ballroom.,13,65,1.0,1.0,1.0,1.0
b41709a2fbd241c19ab53c61a170c9d7,1e1f5577348f76027d7884815297109a,3,0.27,Davinci,progress,0.98,1,38,100.0,"Well, we took one step forward and two steps back.","Well, we took one step forward and two steps back in the flow of progress.",6,24,,,,
b41709a2fbd241c19ab53c61a170c9d7,1e1f5577348f76027d7884815297109a,4,0.36,Davinci,progress,0.57,1,47,100.0,"I'll lead, if you follow.","I'll lead, if you follow; either way we will move forward.",7,33,1.0,1.0,1.0,1.0
b41709a2fbd241c19ab53c61a170c9d7,1e1f5577348f76027d7884815297109a,5,0.45,Davinci,progress,1.22,1,108,0.0,,Progress can be something that unites us all in a beautiful dance.,12,66,0.5,0.5,0.5,0.5
b41709a2fbd241c19ab53c61a170c9d7,1e1f5577348f76027d7884815297109a,6,0.55,Davinci,progress,0.99,2,30,100.0,The country needs a new dance to advance.,The country needs a new dance to advance.,0,0,,,,
b41709a2fbd241c19ab53c61a170c9d7,1e1f5577348f76027d7884815297109a,7,0.64,Davinci,progress,0.4,1,11,100.0,We are danc­ing toward the future.,We are danc­ing toward the future.,0,0,,,,
b41709a2fbd241c19ab53c61a170c9d7,1e1f5577348f76027d7884815297109a,8,0.73,Davinci,progress,0.81,1,24,100.0,"I'm off now, but we'll dance again later.","I'm off now, but we'll dance again later.",0,0,,,,
b41709a2fbd241c19ab53c61a170c9d7,1e1f5577348f76027d7884815297109a,9,0.82,Davinci,progress,1.06,1,51,100.0,We'll move at a fast pace.,We'll move at a fast pace but we will move forward.,6,25,,,,
b41709a2fbd241c19ab53c61a170c9d7,1e1f5577348f76027d7884815297109a,10,0.91,Davinci,progress,0.86,1,92,100.0,It takes two to tango.,It takes two to tango when you work together in a partnership towards a shared goal.,12,62,0.5,1.0,0.5,0.6666666666666666
1b388df4dfe946ffa0e3bdb8ad6ea450,3e17cf80510c14454400c5928d5b281b,0,0.0,InstructDavinci,life,0.42,1,20,100.0,He's playing with house money now.,He's playing with house money now.,0,0,,,,
1b388df4dfe946ffa0e3bdb8ad6ea450,3e17cf80510c14454400c5928d5b281b,1,0.07,InstructDavinci,life,1.41,1,184,0.0,,You can't always play by the rules.,7,35,,,,
1b388df4dfe946ffa0e3bdb8ad6ea450,3e17cf80510c14454400c5928d5b281b,2,0.13,InstructDavinci,life,0.28,2,29,50.0,You've got to know when to hold 'em and know when to fold 'em.,You've got to know when to hold 'em and know when to fold 'em.,0,0,,,,
1b388df4dfe946ffa0e3bdb8ad6ea450,3e17cf80510c14454400c5928d5b281b,3,0.2,InstructDavinci,life,1.0,1,213,0.0,,You have to get the right people on your side.,10,46,0.5,0.5,0.0,0.3333333333333333
1b388df4dfe946ffa0e3bdb8ad6ea450,3e17cf80510c14454400c5928d5b281b,4,0.27,InstructDavinci,life,0.17,1,36,0.0,,"You snooze, you lose.",4,21,,,,
1b388df4dfe946ffa0e3bdb8ad6ea450,3e17cf80510c14454400c5928d5b281b,5,0.33,InstructDavinci,life,0.4,1,193,0.0,,What's the point of playing if you're not playing to win?,11,57,,,,
1b388df4dfe946ffa0e3bdb8ad6ea450,3e17cf80510c14454400c5928d5b281b,6,0.4,InstructDavinci,life,0.13,0,67,,,The world will always throw you curveballs.,7,43,,,,
1b388df4dfe946ffa0e3bdb8ad6ea450,3e17cf80510c14454400c5928d5b281b,7,0.47,InstructDavinci,life,0.16,1,19,100.0,I'm going to have to play this one safe.,I'm going to have to play this one safe.,0,0,0.5,0.5,0.5,0.5
1b388df4dfe946ffa0e3bdb8ad6ea450,3e17cf80510c14454400c5928d5b281b,8,0.53,InstructDavinci,life,0.34,1,84,0.0,,You need to level up your skills if you want a good job.,13,56,,,,
1b388df4dfe946ffa0e3bdb8ad6ea450,3e17cf80510c14454400c5928d5b281b,9,0.6,InstructDavinci,life,0.13,1,12,100.0,He tackled the problem head-on.,He tackled the problem head-on.,0,0,,,,
1b388df4dfe946ffa0e3bdb8ad6ea450,3e17cf80510c14454400c5928d5b281b,10,0.67,InstructDavinci,life,0.58,1,108,0.0,,You have to know the rules in order to break them.,11,50,1.0,0.5,1.0,0.8333333333333334
