name,session_id,worker_id,model,prompt,elapsed_time,num_queries,num_events,order_id,prompt_dataset,user_query,completion,query_type,query_index,clue_num,clue_direction,clue_type
crossword-07,187_11c58d49972d7e0363017954352a5398_davinci,11c58d49972d7e0363017954352a5398,Davinci,187,0.0,1,2,7,SIT," ""Alan on Mash""
"," ""able  Read next: The best iOS games of 2015""
","['close', 'keyword']",07,19,across,
crossword-08,187_11c58d49972d7e0363017954352a5398_davinci,11c58d49972d7e0363017954352a5398,Davinci,187,0.0,1,2,8,SIT," ""Who sings your song""
"," ""  When you've gone?  Who sings your song  When you've gone?    Who sings your song  When you've gone?  Who sings your song  When you've gone?  Who""
",['question'],08,31,across,
crossword-09,187_11c58d49972d7e0363017954352a5398_davinci,11c58d49972d7e0363017954352a5398,Davinci,187,0.0,1,2,9,SIT," ""darfur""
"," "".org/  The International Criminal Court (ICC)  The ICC is an international tribunal that prosecutes individuals for genocide ",['keyword'],09,38,across,
crossword-10,187_11c58d49972d7e0363017954352a5398_davinci,11c58d49972d7e0363017954352a5398,Davinci,187,0.0,1,2,10,SIT," ""where is darfur""
"," ""?  where is darfur?  where is darfur?  where is darfur?  where is darfur?  where is darfur?  where is darfur? ""
",['question'],10,38,across,
crossword-11,187_11c58d49972d7e0363017954352a5398_davinci,11c58d49972d7e0363017954352a5398,Davinci,187,0.0,1,2,11,SIT," ""country darfur""
"," "" no short description african country darfur because this is pdf file PDF file  african country darfur no short description african country darfur because this is doc file DOC file  african country darfur no short""
",['keyword'],11,38,across,
crossword-12,187_11c58d49972d7e0363017954352a5398_davinci,11c58d49972d7e0363017954352a5398,Davinci,187,0.0,1,2,12,SIT," ""is darfur in somalia""
"," "" ",['question'],12,38,across,
crossword-13,187_11c58d49972d7e0363017954352a5398_davinci,11c58d49972d7e0363017954352a5398,Davinci,187,0.0,1,2,13,SIT," ""sooner state""
"," "" ","['close', 'keyword']",13,32,down,
crossword-14,187_11c58d49972d7e0363017954352a5398_davinci,11c58d49972d7e0363017954352a5398,Davinci,187,0.0,1,2,14,SIT," ""what state is the sooners""
"," "" in?  thebigt ive been a huge fan of oklahoma football since i was a kid. i have been to every home game since i was seven years old. i have been to every bowl game since i was nine years old""
",['question'],14,32,down,
crossword-15,187_11c58d49972d7e0363017954352a5398_davinci,11c58d49972d7e0363017954352a5398,Davinci,187,0.0,1,2,15,SIT," ""troubador""
"," "".com/blog/wp-content/uploads/2007/11/britney1.jpg  http://www.troubador.com/blog/wp-content/uploads/2007/11/britney2""
",['keyword'],15,43,across,
crossword-16,187_11c58d49972d7e0363017954352a5398_davinci,11c58d49972d7e0363017954352a5398,Davinci,187,0.0,1,2,16,SIT," ""mexican state next to arizona""
"," "" ","['close', 'phrase']",16,50,across,
crossword-17,187_11c58d49972d7e0363017954352a5398_davinci,11c58d49972d7e0363017954352a5398,Davinci,187,0.0,1,2,17,SIT," ""what are the mexican states""
"," "" that border the us?  The Mexican states that border the United States are Baja California ",['question'],17,50,across,
crossword-18,187_11c58d49972d7e0363017954352a5398_davinci,11c58d49972d7e0363017954352a5398,Davinci,187,0.0,1,2,18,SIT," ""french riviera cities""
"," "" guide is pdf file PDF file  french riviera cities guide short description about french riviera cities guide Not available | french riviera cities guide is doc file DOC file  the new york times sunday crossword puzzles""
","['close', 'keyword']",18,4,down,knowledge
crossword-19,187_11c58d49972d7e0363017954352a5398_davinci,11c58d49972d7e0363017954352a5398,Davinci,187,0.0,1,2,19,SIT," ""what cities are on the french riviera""
"," ""  what cities are on the french riviera  what cities are on the french riviera  what cities are on the french riviera  what cities are on the french riviera  what cities are on""
",['question'],19,4,down,knowledge
crossword-20,187_11c58d49972d7e0363017954352a5398_davinci,11c58d49972d7e0363017954352a5398,Davinci,187,0.0,1,2,20,SIT," ""star trek beyond""
"," ""” and “star trek into darkness”.  “star trek beyond” is directed by jonathan frakes and stars chris pine ",['keyword'],20,7,down,
crossword-21,187_11c58d49972d7e0363017954352a5398_davinci,11c58d49972d7e0363017954352a5398,Davinci,187,0.0,1,2,21,SIT," ""Star trek beyond director""
"," "" Justin Lin has revealed that the movie will be a much more personal story than the previous two films.  Speaking to Collider ","['close', 'keyword']",21,7,down,
crossword-22,187_11c58d49972d7e0363017954352a5398_davinci,11c58d49972d7e0363017954352a5398,Davinci,187,0.0,1,2,22,SIT," ""synonym for smooth tongued""
"," "") and """"flatterer"""" (synonym for smooth tongued) and """"flattery"""" (synonym for smooth tongued) and """"fawning"""" (synonym for smooth tongued) and """"fawn"""" (synonym""
","['meaning', 'keyword']",22,8,down,
crossword-23,187_11c58d49972d7e0363017954352a5398_davinci,11c58d49972d7e0363017954352a5398,Davinci,187,0.0,1,2,23,SIT," ""largest czech region""
"," "" and is also known as the sudetenland. The region is famous for its mountains and lakes. The highest mountain is the hoher gott at 2 ","['close', 'keyword']",23,9,down,
crossword-24,187_11c58d49972d7e0363017954352a5398_davinci,11c58d49972d7e0363017954352a5398,Davinci,187,0.0,1,2,24,SIT," ""sheer joy""
"," "".  The next day ","['exact', 'keyword']",24,14,down,
crossword-25,187_11c58d49972d7e0363017954352a5398_davinci,11c58d49972d7e0363017954352a5398,Davinci,187,0.0,1,2,25,SIT," ""actor alan""
"," ""ine racemase K01775 356 577 ( -) 137 0.323 368 <-> 1 bcep:APZ15_18710 alanine racemase K01775 356 577 ( 49) 137 0.317""
",['keyword'],25,19,across,
crossword-26,187_11c58d49972d7e0363017954352a5398_davinci,11c58d49972d7e0363017954352a5398,Davinci,187,0.0,1,2,26,SIT," ""synonym for rush toward""
"," "")  hasten (to speed up)  hurry (to move faster)  scurry (to move quickly and in a hurried way)  trot (to move quickly by stepping lightly and rapidly)  ""
","['meaning', 'keyword']",26,25,down,
crossword-27,187_11c58d49972d7e0363017954352a5398_davinci,11c58d49972d7e0363017954352a5398,Davinci,187,0.0,1,2,27,SIT," ""synonym for belong ""
"," ""										[O] 									 									 										[P] 		""
","['meaning', 'keyword']",27,25,down,
crossword-28,187_11c58d49972d7e0363017954352a5398_davinci,11c58d49972d7e0363017954352a5398,Davinci,187,0.0,1,2,28,SIT," ""James Taylor""
"," "" ","['close', 'keyword']",28,51,down,definition
crossword-29,187_11c58d49972d7e0363017954352a5398_davinci,11c58d49972d7e0363017954352a5398,Davinci,187,0.0,1,2,29,SIT," ""sobbedsynonym""
"," "" for """"mourn"""" (or """"weep"""")  sobbinglyadverb in a manner that is sobbing  sobbingsuffix of a verb meaning """"to sob"""" (or """"to weep"""")  sobb""
","['meaning', 'keyword']",29,50,across,
crossword-30,187_11c58d49972d7e0363017954352a5398_davinci,11c58d49972d7e0363017954352a5398,Davinci,187,0.0,1,2,30,SIT," ""unlock iphone""
"," "" 4S ",['keyword'],30,52,across,
crossword-31,187_11c58d49972d7e0363017954352a5398_davinci,11c58d49972d7e0363017954352a5398,Davinci,187,0.0,1,2,31,SIT," ""Off-kilter""
"," "" ","['exact', 'keyword']",31,41,across,
crossword-32,187_11c58d49972d7e0363017954352a5398_davinci,11c58d49972d7e0363017954352a5398,Davinci,187,0.0,1,2,32,SIT," ""synonym 1 Off-kilter""
"," ""  synonym 2 Unbalanced  synonym 3 Unsettled  antonym 1 Balanced  antonym 2 Settled  2. [Noun] a state of confusion or disorder; """"there was complete chaos in the""
","['meaning', 'keyword']",32,41,across,
crossword-33,187_11c58d49972d7e0363017954352a5398_davinci,11c58d49972d7e0363017954352a5398,Davinci,187,0.0,1,2,33,SIT," ""response to a knock""
"," "" ","['exact', 'keyword']",33,42,down,phrase
crossword-34,187_11c58d49972d7e0363017954352a5398_davinci,11c58d49972d7e0363017954352a5398,Davinci,187,0.0,1,2,34,SIT," ""lawn care brand""
"," "".  “The best part of the night was just seeing all of the people I’ve known for years and years ","['exact', 'keyword']",34,39,down,
crossword-35,187_11c58d49972d7e0363017954352a5398_davinci,11c58d49972d7e0363017954352a5398,Davinci,187,0.0,1,2,35,SIT," ""scotts lawn care""
"," "" and lawn products.  scotts lawn care scotts lawn care products.  scotts lawn care scotts lawn care products.  scotts lawn care scotts lawn care products.  scot""
",['keyword'],35,39,down,
crossword-36,187_11c58d49972d7e0363017954352a5398_davinci,11c58d49972d7e0363017954352a5398,Davinci,187,0.0,1,2,36,SIT," ""where do the marlins play""
"," "" ","['close', 'question']",36,1,across,
crossword-37,187_11c58d49972d7e0363017954352a5398_davinci,11c58d49972d7e0363017954352a5398,Davinci,187,0.0,1,2,37,SIT," ""cincinnati reds catcher famoous""
"," "" baseball players  cincinnati reds catcher famoous baseball players  cincinnati reds catcher famoous baseball players  cincinnati reds catcher famoous baseball players  cincinnati reds catcher famoous baseball players""
",['keyword'],37,16,across,
crossword-38,187_11c58d49972d7e0363017954352a5398_davinci,11c58d49972d7e0363017954352a5398,Davinci,187,0.0,1,2,38,SIT," ""reds baseball catcher ""
"," ""ernest anderson.  ernest anderson died at the age of 44 on january 19 ",['keyword'],38,16,across,
crossword-39,187_11c58d49972d7e0363017954352a5398_davinci,11c58d49972d7e0363017954352a5398,Davinci,187,0.0,1,2,39,SIT," ""reds catcher 10 gold cloves""
"," "" ","['close', 'phrase']",39,16,across,
crossword-40,187_11c58d49972d7e0363017954352a5398_davinci,11c58d49972d7e0363017954352a5398,Davinci,187,0.0,1,2,40,SIT," ""reds baseball catcher 10 awards""
"," "" for his defensive skills ",['phrase'],40,16,across,
crossword-41,187_11c58d49972d7e0363017954352a5398_davinci,11c58d49972d7e0363017954352a5398,Davinci,187,0.0,1,2,41,SIT," ""who came after o'connor""
"," "") and the """"new negro"""" writers who came after richard wright.    i'm not saying that o'connor's stories are not great. they are. i think she's one of the best writers of the 20th""
",['question'],41,14,across,
crossword-42,187_11c58d49972d7e0363017954352a5398_davinci,11c58d49972d7e0363017954352a5398,Davinci,187,0.0,1,2,42,SIT," ""Yale Bowl fans""
"," "" were understandably upset. """"I was very ","['exact', 'keyword']",42,35,down,
crossword-43,187_11c58d49972d7e0363017954352a5398_davinci,11c58d49972d7e0363017954352a5398,Davinci,187,0.0,1,2,43,SIT," ""who said open sesame""
"," "" ",['question'],43,45,across,cross-ref
crossword-44,187_11c58d49972d7e0363017954352a5398_davinci,11c58d49972d7e0363017954352a5398,Davinci,187,0.0,1,2,44,SIT," ""neil armstrong""
"," ""s first moonwalk in 1969. the first man to walk on the moon ",['keyword'],44,45,across,cross-ref
crossword-45,187_11c58d49972d7e0363017954352a5398_davinci,11c58d49972d7e0363017954352a5398,Davinci,187,0.0,1,2,45,SIT," ""synonym for sensible""
"," "" and rational.    2. “The only real valuable thing is intuition.”    3. “The intuitive mind is a sacred gift and the rational mind is a faithful servant. We have created a society that honors""
","['meaning', 'keyword']",45,51,across,
crossword-46,187_11c58d49972d7e0363017954352a5398_davinci,11c58d49972d7e0363017954352a5398,Davinci,187,0.0,1,2,46,SIT," ""attorney assistant""
"," "".  He's been here for about two weeks ","['close', 'keyword']",46,60,down,
crossword-47,187_11c58d49972d7e0363017954352a5398_davinci,11c58d49972d7e0363017954352a5398,Davinci,187,0.0,1,2,47,SIT," ""assistant to an attorney is called""
"," "" an “ofﬁce manager.”  A legal secretary is usually a “legal assistant.”  A paralegal is usually a “legal assistant.”  They are all legal assistants""
",['completion'],47,60,down,
crossword-48,187_11c58d49972d7e0363017954352a5398_davinci,11c58d49972d7e0363017954352a5398,Davinci,187,0.0,1,2,48,SIT," ""title for countess husband""
"," "" in title: lady's husband in title: countess's husband in title: countess's husband in title: countess's husband in title: countess's husband in title: countess's husband in title: countess's husband in title""
",['keyword'],48,55,down,
crossword-49,187_11c58d49972d7e0363017954352a5398_davinci,11c58d49972d7e0363017954352a5398,Davinci,187,0.0,1,2,49,SIT," ""husband to countess""
"," "" and the two were married in 1794. They had five children ",['keyword'],49,55,down,
crossword-50,187_11c58d49972d7e0363017954352a5398_davinci,11c58d49972d7e0363017954352a5398,Davinci,187,0.0,1,2,50,SIT," ""partner of countess""
"," "" Elizabeth Károlyi"""" is a title.  For other uses ",['keyword'],50,55,down,
crossword-51,187_11c58d49972d7e0363017954352a5398_davinci,11c58d49972d7e0363017954352a5398,Davinci,187,0.0,1,2,51,SIT," ""flight path""
"," "" ","['close', 'keyword']",51,9,down,
crossword-52,187_11c58d49972d7e0363017954352a5398_davinci,11c58d49972d7e0363017954352a5398,Davinci,187,0.0,1,2,52,SIT," ""what do you do when you send a payment""
"," ""?”  “I send money to another user.”  “How do you send money to another user?”  “I click the ‘Send’ button.”  ""
",['question'],52,9,down,
crossword-53,187_11c58d49972d7e0363017954352a5398_davinci,11c58d49972d7e0363017954352a5398,Davinci,187,0.0,1,2,53,SIT," ""synonym for joy""
"," "" ","['meaning', 'keyword']",53,6,down,
crossword-54,187_11c58d49972d7e0363017954352a5398_davinci,11c58d49972d7e0363017954352a5398,Davinci,187,0.0,1,2,54,SIT," ""accountant initials""
"," "" ",['keyword'],54,61,down,
crossword-00,173_b277461535122dea2c23e5a3b3c87fc0_text-babbage,b277461535122dea2c23e5a3b3c87fc0,InstructBabbage,173,0.0,1,2,0,NYT-2," ""SCOTUS justice saying women belong in all places where decisions are being made""
"," "" ","['close', 'phrase']",00,1,across,knowledge
crossword-01,173_b277461535122dea2c23e5a3b3c87fc0_text-babbage,b277461535122dea2c23e5a3b3c87fc0,InstructBabbage,173,0.0,1,2,1,NYT-2," ""who is SCOTUS justice saying women belong in all places where decisions are being made""
"," ""?  SCOTUS justice is saying that women should be given the same opportunities as men to be heard and have their say in decisions that affect them.""
","['close', 'question']",01,1,across,knowledge
crossword-02,173_b277461535122dea2c23e5a3b3c87fc0_text-babbage,b277461535122dea2c23e5a3b3c87fc0,InstructBabbage,173,0.0,1,2,2,NYT-2," ""who is the SCOTUS justice that said """"Women belong in all places where decisions are being made""""""
"," ""  The justice that said this is Ruth Bader Ginsburg.""
","['close', 'question']",02,1,across,knowledge
crossword-03,173_b277461535122dea2c23e5a3b3c87fc0_text-babbage,b277461535122dea2c23e5a3b3c87fc0,InstructBabbage,173,0.0,1,2,3,NYT-2," ""what is June celebrant"," ""  A June celebrant is an informal person who officiates at weddings and other celebrations in the June month.""
",['question'],03,4,across,
crossword-04,173_b277461535122dea2c23e5a3b3c87fc0_text-babbage,b277461535122dea2c23e5a3b3c87fc0,InstructBabbage,173,0.0,1,2,4,NYT-2," ""what is the fairy tale in boots""
"," ""  The fairy tale in boots is a story about a young girl named Cinderella who is forced to wear shoes and go to a ball in order to escape her family's poverty.""
",['question'],04,8,across,
crossword-05,173_b277461535122dea2c23e5a3b3c87fc0_text-babbage,b277461535122dea2c23e5a3b3c87fc0,InstructBabbage,173,0.0,1,2,5,NYT-2," ""cats in boots""
"," ""  In the wild ",['keyword'],05,8,across,
crossword-06,173_b277461535122dea2c23e5a3b3c87fc0_text-babbage,b277461535122dea2c23e5a3b3c87fc0,InstructBabbage,173,0.0,1,2,6,NYT-2," ""puss in boots""
"," ""Sorry",['keyword'],06,8,across,
crossword-07,173_b277461535122dea2c23e5a3b3c87fc0_text-babbage,b277461535122dea2c23e5a3b3c87fc0,InstructBabbage,173,0.0,1,2,7,NYT-2," ""what is an address that can't receive packages in three characters""
"," ""  12345  An address that can't receive packages in three characters is """"not a valid address.""""""
",['question'],07,12,across,
crossword-08,173_b277461535122dea2c23e5a3b3c87fc0_text-babbage,b277461535122dea2c23e5a3b3c87fc0,InstructBabbage,173,0.0,1,2,8,NYT-2," ""what is an address that can't receive packages""
"," ""  An address that can't receive packages is an address that is not a delivery address.""
","['close', 'question']",08,12,across,
crossword-09,173_b277461535122dea2c23e5a3b3c87fc0_text-babbage,b277461535122dea2c23e5a3b3c87fc0,InstructBabbage,173,0.0,1,2,9,NYT-2," ""what is Valedictorian's grade""
"," ""  A Valedictorian's grade is the highest grade a student can receive in a school or college.""
","['close', 'question']",09,13,across,
crossword-10,173_b277461535122dea2c23e5a3b3c87fc0_text-babbage,b277461535122dea2c23e5a3b3c87fc0,InstructBabbage,173,0.0,1,2,10,NYT-2," ""what is extra life in video games""
"," ""  Extra life is a game mechanic in many video games that allows the player to continue playing after losing a life.""
","['close', 'question']",10,15,across,
crossword-11,173_b277461535122dea2c23e5a3b3c87fc0_text-babbage,b277461535122dea2c23e5a3b3c87fc0,InstructBabbage,173,0.0,1,2,11,NYT-2," ""marco rubio""
"," ""  The Marco rubio is a colorway of the Nike Air Jordan XI. It was released in 2003 and features a red and green colorway.  The Marco rubio is a limited edition colorway of the Air Jordan XI. It""
",['keyword'],11,1,down,
crossword-12,173_b277461535122dea2c23e5a3b3c87fc0_text-babbage,b277461535122dea2c23e5a3b3c87fc0,InstructBabbage,173,0.0,1,2,12,NYT-2," ""FL senator""
"," ""’s office  Senator John McCain’s office can be reached at (202) 224-3121.""
",['keyword'],12,1,down,
crossword-13,173_b277461535122dea2c23e5a3b3c87fc0_text-babbage,b277461535122dea2c23e5a3b3c87fc0,InstructBabbage,173,0.0,1,2,13,NYT-2," ""florida senator""
"," ""  The Florida senator is a member of the United States Senate from Florida. He has served since January 3 ","['close', 'keyword']",13,1,down,
crossword-14,173_b277461535122dea2c23e5a3b3c87fc0_text-babbage,b277461535122dea2c23e5a3b3c87fc0,InstructBabbage,173,0.0,1,2,14,NYT-2," ""who is florida senator""
"," ""  The Florida senator is Marco Rubio.""
",['question'],14,1,down,
crossword-15,173_b277461535122dea2c23e5a3b3c87fc0_text-babbage,b277461535122dea2c23e5a3b3c87fc0,InstructBabbage,173,0.0,1,2,15,NYT-2," ""Where Jennifer Lopez"," ""  Jennifer Lopez was born on December 15 ",['question'],15,2,down,
crossword-16,173_b277461535122dea2c23e5a3b3c87fc0_text-babbage,b277461535122dea2c23e5a3b3c87fc0,InstructBabbage,173,0.0,1,2,16,NYT-2," ""part of an atlas statue that starts with GL""
"," ""ORY  In honor of the fallen ","['lexical', 'phrase']",16,20,across,
crossword-17,173_b277461535122dea2c23e5a3b3c87fc0_text-babbage,b277461535122dea2c23e5a3b3c87fc0,InstructBabbage,173,0.0,1,2,17,NYT-2," ""cart pullers""
"," ""  A puller is a device used to remove objects from a container ","['exact', 'keyword']",17,24,across,
crossword-18,173_b277461535122dea2c23e5a3b3c87fc0_text-babbage,b277461535122dea2c23e5a3b3c87fc0,InstructBabbage,173,0.0,1,2,18,NYT-2," ""who is """"The Tell-Tale Heart"""" writer""
"," ""  The Tell-Tale Heart is a book written by Suzanne Collins.""
","['close', 'question']",18,8,down,
crossword-19,173_b277461535122dea2c23e5a3b3c87fc0_text-babbage,b277461535122dea2c23e5a3b3c87fc0,InstructBabbage,173,0.0,1,2,19,NYT-2," """"""The Tell-Tale Heart"""" writer in three characters""
"," ""  1. The narrator 2. The woman 3. The man""
","['close', 'phrase']",19,8,down,
crossword-20,173_b277461535122dea2c23e5a3b3c87fc0_text-babbage,b277461535122dea2c23e5a3b3c87fc0,InstructBabbage,173,0.0,1,2,20,NYT-2," ""what is Judicial capital of Bolivia""
"," ""  Bolivia has one judicial capital ","['close', 'question']",20,11,down,
crossword-21,173_b277461535122dea2c23e5a3b3c87fc0_text-babbage,b277461535122dea2c23e5a3b3c87fc0,InstructBabbage,173,0.0,1,2,21,NYT-2," ""what is Order from on high""
"," ""  Order from on high is a phrase that refers to a principle or ideal in classical liberalism that holds that individuals should be free to pursue their own goals ","['close', 'question']",21,19,across,
crossword-22,173_b277461535122dea2c23e5a3b3c87fc0_text-babbage,b277461535122dea2c23e5a3b3c87fc0,InstructBabbage,173,0.0,1,2,22,NYT-2," ""english singer/ songwriter george""
"," ""  george is a singer and songwriter who rose to prominence in the early 2000s with his critically acclaimed album """"the last great american dynasty"""". he has since released several other albums ","['close', 'keyword']",22,23,across,
crossword-23,173_b277461535122dea2c23e5a3b3c87fc0_text-babbage,b277461535122dea2c23e5a3b3c87fc0,InstructBabbage,173,0.0,1,2,23,NYT-2," ""what's is his last name""
"," ""  He has a last name ",['question'],23,23,across,
crossword-24,173_b277461535122dea2c23e5a3b3c87fc0_text-babbage,b277461535122dea2c23e5a3b3c87fc0,InstructBabbage,173,0.0,1,2,24,NYT-2," ""what is eggs in diner slang""
"," ""  Eggs are often used as a term for a soft-boiled egg ","['close', 'question']",24,25,across,
crossword-25,173_b277461535122dea2c23e5a3b3c87fc0_text-babbage,b277461535122dea2c23e5a3b3c87fc0,InstructBabbage,173,0.0,1,2,25,NYT-2," ""beano competitor starts with G""
"," ""  Gabe is a beano competitor who starts with G.""
","['lexical', 'phrase']",25,4,across,
crossword-26,173_b277461535122dea2c23e5a3b3c87fc0_text-babbage,b277461535122dea2c23e5a3b3c87fc0,InstructBabbage,173,0.0,1,2,26,NYT-2," ""Valedictorian's grade starts with A""
"," ""  Grade: A""
","['close', 'lexical', 'phrase']",26,13,across,
crossword-27,173_b277461535122dea2c23e5a3b3c87fc0_text-babbage,b277461535122dea2c23e5a3b3c87fc0,InstructBabbage,173,0.0,1,2,27,NYT-2," ""Coffee-growing locale of Hawaii ""
"," ""  The Coffee Bean & Tea Leaf ","['close', 'keyword']",27,18,down,
crossword-28,173_b277461535122dea2c23e5a3b3c87fc0_text-babbage,b277461535122dea2c23e5a3b3c87fc0,InstructBabbage,173,0.0,1,2,28,NYT-2," ""Coffee-growing locale of Hawaii that has letter O""
"," "" in its name  Oahu""
","['close', 'phrase']",28,18,down,
crossword-29,173_b277461535122dea2c23e5a3b3c87fc0_text-babbage,b277461535122dea2c23e5a3b3c87fc0,InstructBabbage,173,0.0,1,2,29,NYT-2," ""Educated"," ""  Streetwise""
",['keyword'],29,17,across,sense
crossword-30,173_b277461535122dea2c23e5a3b3c87fc0_text-babbage,b277461535122dea2c23e5a3b3c87fc0,InstructBabbage,173,0.0,1,2,30,NYT-2," ""Educated"," ""Sorry",['keyword'],30,17,across,sense
crossword-31,173_b277461535122dea2c23e5a3b3c87fc0_text-babbage,b277461535122dea2c23e5a3b3c87fc0,InstructBabbage,173,0.0,1,2,31,NYT-2," ""Red pill chooser in """"The Matrix""""""
"," ""  The Matrix is a popular movie and video game franchise ","['exact', 'phrase']",31,45,across,
crossword-32,173_b277461535122dea2c23e5a3b3c87fc0_text-babbage,b277461535122dea2c23e5a3b3c87fc0,InstructBabbage,173,0.0,1,2,32,NYT-2," ""who chose red pill in matric""
"," ""ulation  The person who chose the red pill in matriculation is likely to have been more willing to take risks and be less concerned with the status quo. They may also be more willing to experiment and explore new opportunities.""
",['question'],32,45,across,
crossword-33,173_b277461535122dea2c23e5a3b3c87fc0_text-babbage,b277461535122dea2c23e5a3b3c87fc0,InstructBabbage,173,0.0,1,2,33,NYT-2," ""Red pill chooser in """"The Matrix""""""
"," ""  The Matrix is a film that tells the story of a group of people who are taken to a world where they are told they have to choose between a right or a wrong choice. The right choice is then shown to be a world of darkness""
","['exact', 'phrase']",33,45,across,
crossword-34,173_b277461535122dea2c23e5a3b3c87fc0_text-babbage,b277461535122dea2c23e5a3b3c87fc0,InstructBabbage,173,0.0,1,2,34,NYT-2," ""who chose red pill""
"," ""  There is no definitive answer to this question as different people may have different reasons for choosing the red pill. However ",['question'],34,45,across,
crossword-35,173_b277461535122dea2c23e5a3b3c87fc0_text-babbage,b277461535122dea2c23e5a3b3c87fc0,InstructBabbage,173,0.0,1,2,35,NYT-2," ""who chose red pill in matrix""
"," ""  There is no definitive answer to this question as people can have different reasons for choosing red pill in matrix. Some people may have decided that the matrix is a bad place to be ",['question'],35,45,across,
crossword-36,173_b277461535122dea2c23e5a3b3c87fc0_text-babbage,b277461535122dea2c23e5a3b3c87fc0,InstructBabbage,173,0.0,1,2,36,NYT-2," ""main character in matrix""
"," ""  The matrix is a three-dimensional mathematical structure that represents a collection of numbers. The first row is the number in the middle of the matrix ",['keyword'],36,45,across,
crossword-37,173_b277461535122dea2c23e5a3b3c87fc0_text-babbage,b277461535122dea2c23e5a3b3c87fc0,InstructBabbage,173,0.0,1,2,37,NYT-2," ""main character in The Matrix""
"," ""  The Matrix is a science fiction movie about a group of people who are used as slaves by a powerful organization.""
",['phrase'],37,45,across,
crossword-38,173_b277461535122dea2c23e5a3b3c87fc0_text-babbage,b277461535122dea2c23e5a3b3c87fc0,InstructBabbage,173,0.0,1,2,38,NYT-2," ""Early movie studio for Katharine Hepburn""
"," ""   Metro-Goldwyn-Mayer""
","['exact', 'phrase']",38,39,down,
crossword-39,173_b277461535122dea2c23e5a3b3c87fc0_text-babbage,b277461535122dea2c23e5a3b3c87fc0,InstructBabbage,173,0.0,1,2,39,NYT-2," ""Early movie studio for Katharine Hepburn that ends with O""
"," ""edipus Rex  Katharine Hepburn's last movie studio ","['close', 'lexical', 'phrase']",39,39,down,
crossword-40,173_b277461535122dea2c23e5a3b3c87fc0_text-babbage,b277461535122dea2c23e5a3b3c87fc0,InstructBabbage,173,0.0,1,2,40,NYT-2," "" K-12 fund-raising grps.""
"," ""  1. National Committee on K-12 Education  2. National Committee on Elementary and Secondary Education  3. National Committee on Higher Education  4. National Committee on Juvenile Justice and Delinquency Prevention  5.""
","['close', 'keyword']",40,16,down,
crossword-41,173_b277461535122dea2c23e5a3b3c87fc0_text-babbage,b277461535122dea2c23e5a3b3c87fc0,InstructBabbage,173,0.0,1,2,41,NYT-2," ""Batteries for some remotes""
"," ""  You can buy batteries for some remotes.""
","['exact', 'keyword']",41,21,across,
crossword-42,173_b277461535122dea2c23e5a3b3c87fc0_text-babbage,b277461535122dea2c23e5a3b3c87fc0,InstructBabbage,173,0.0,1,2,42,NYT-2," ""Batteries for some remotes in three letters""
"," ""  3 batteries""
","['close', 'lexical', 'phrase']",42,21,across,
crossword-43,173_b277461535122dea2c23e5a3b3c87fc0_text-babbage,b277461535122dea2c23e5a3b3c87fc0,InstructBabbage,173,0.0,1,2,43,NYT-2," ""When repeated"," "" name becomes """"Hungry Like the Wolf ",['question'],43,7,down,wordplay
crossword-44,173_b277461535122dea2c23e5a3b3c87fc0_text-babbage,b277461535122dea2c23e5a3b3c87fc0,InstructBabbage,173,0.0,1,2,44,NYT-2," ""Meas. of engine speed""
"," ""  The engine speed is the rate at which the engine is running.""
","['exact', 'keyword']",44,5,down,definition
crossword-45,173_b277461535122dea2c23e5a3b3c87fc0_text-babbage,b277461535122dea2c23e5a3b3c87fc0,InstructBabbage,173,0.0,1,2,45,NYT-2," ""Meas. of engine speed RP""
"," ""MS  1 ","['close', 'phrase']",45,5,down,definition
crossword-46,173_b277461535122dea2c23e5a3b3c87fc0_text-babbage,b277461535122dea2c23e5a3b3c87fc0,InstructBabbage,173,0.0,1,2,46,NYT-2," ""Coffee-growing locale of Hawaii  bmlf""
"," ""  Hawaii is home to the world's first coffee plantation ","['close', 'phrase']",46,18,down,
crossword-47,173_b277461535122dea2c23e5a3b3c87fc0_text-babbage,b277461535122dea2c23e5a3b3c87fc0,InstructBabbage,173,0.0,1,2,47,NYT-2," """"""The Tell-Tale Heart"""" writer in three letters""
"," ""  T.S. Eliot ","['close', 'lexical', 'phrase']",47,8,down,
crossword-48,173_b277461535122dea2c23e5a3b3c87fc0_text-babbage,b277461535122dea2c23e5a3b3c87fc0,InstructBabbage,173,0.0,1,2,48,NYT-2," """"""The Tell-Tale Heart"""" writer""
"," "" ","['exact', 'keyword']",48,8,across,
crossword-49,173_b277461535122dea2c23e5a3b3c87fc0_text-babbage,b277461535122dea2c23e5a3b3c87fc0,InstructBabbage,173,0.0,1,2,49,NYT-2," ""who wrote """"The Tell-Tale Heart"""" ""
"," ""  The Tell-Tale Heart is a novel by American author Cormac McCarthy. It was first published in 2009.""
","['close', 'question']",49,8,across,
crossword-50,173_b277461535122dea2c23e5a3b3c87fc0_text-babbage,b277461535122dea2c23e5a3b3c87fc0,InstructBabbage,173,0.0,1,2,50,NYT-2," ""High piano tone""
"," ""  This is a very soft and gentle piano tone. It is used to show sympathy or love.""
","['exact', 'keyword']",50,67,across,
