session_id,worker_id,model,prompt,prompt_dataset,fluency,helpfulness,ease,joy,helpfulness_freetext,change_freetext,adjectives
173_bb15b073472e6012eeb6b2bd840b6777_davinci,bb15b073472e6012eeb6b2bd840b6777,Davinci,173,NYT-2,2,2,4,3,"A lot of the answers were nonsense, in terms of context. In many cases, the AI would simply repeat my question, in others, mention nothing at all related.","I tried to use different types of statements, like questions for some (what is this?) or just an Alexa type cue (cities in Bolivia). I alternated these approaches throughout the game.","Unfinished, learning, stunted, poor, unknowledgeable "
173_57c10c96802f13f8acb3ed38f9f5c02c_davinci,57c10c96802f13f8acb3ed38f9f5c02c,Davinci,173,NYT-2,2,3,4,2,I often had to ask in many different ways and sometimes never received a clear answer. Much of it was just headings from pages rather than information that would be helpful.,I tried to think of new ways to ask the same questions and tried to skip to things that would be easier to get an answer for.,confusing
173_bcf79408c938102a43ced0a5f18a54dc_davinci,bcf79408c938102a43ced0a5f18a54dc,Davinci,173,NYT-2,3,1,4,1,they did not understand or answer my question even half the time I asked,yes i chose to interact with it less because it only helped me solve one clue,"repetitive, boring, unhelpful"
173_eb82ff0f084d0ac8ef06249ef287ad3f_davinci,eb82ff0f084d0ac8ef06249ef287ad3f,Davinci,173,NYT-2,2,2,3,3,"It seemed that they didn't give straightforward responses even when the questions were pretty simple, like something they could pull straight from Wikipedia. I had to ask multiple times in order to get some semblance of an answer. At times, it gave me gibberish.","Not really. I tried not to rely on it. If i was close to an answer, I tried to rely on it more just to give me a better shot. But mostly I was answering on my own.","Weak, frustrating"
173_0f7d6f4052f57a322678fe3206cc4d8d_text-babbage,0f7d6f4052f57a322678fe3206cc4d8d,InstructBabbage,173,NYT-2,2,3,5,4,It was a bit helpful at times but you had to like really guide it there or trick it in a way,I used it more over the course of the puzzle as i got more lost,Loose Varied Erratic
173_856818cc4b4e6e71b3dd2f4231e4faa6_text-babbage,856818cc4b4e6e71b3dd2f4231e4faa6,InstructBabbage,173,NYT-2,5,5,4,5,The riddles were well placed and very solid as far as grammar.,I choose to be short and simple.,Wise
173_bb5772277459584f156554fb0a1befe6_text-babbage,bb5772277459584f156554fb0a1befe6,InstructBabbage,173,NYT-2,5,2,5,5,"It told me an answer was wrong but it was right, it didn't seem to know much. It did know some cities in Bolivia at least!",I tried to ask simpler questions when it couldnt get the answer,Dumb but well-intentioned
173_12b94b269bf215be0cd7f377d9b2414c_davinci,12b94b269bf215be0cd7f377d9b2414c,Davinci,173,NYT-2,1,1,3,1,The AI had a lot of responses that didn't make sense and did not answer any of the questions correctly,No,"Ineffective, wrong, frustrating"
173_455895f1be494f6b60d9541c04280c2a_ai2-jumbo,455895f1be494f6b60d9541c04280c2a,Jumbo,173,NYT-2,1,1,1,1,It gave me too much information that didn't make sense or that I could continue to read because it would just give me partial parts of a paragraph. ,No,Annoying
173_2afa3bf47d534b6d772ba0a66fcad2e9_text-babbage,2afa3bf47d534b6d772ba0a66fcad2e9,InstructBabbage,173,NYT-2,4,1,5,2,I don't think any of the responses to my questions helped me get an answer to the crossword puzzle.,"No, I stuck to asking it direct questions based on the clues","unhelpful, fast, confused"
173_b277461535122dea2c23e5a3b3c87fc0_text-babbage,b277461535122dea2c23e5a3b3c87fc0,InstructBabbage,173,NYT-2,4,4,4,3,it's helpful for some clues but not helpful for all the tasks,"no, I tried to keep interactions simple ","competent, nice, helpful"
173_1c128a12a14f92a5839e9b884dbc1fd3_text-davinci,1c128a12a14f92a5839e9b884dbc1fd3,InstructDavinci,173,NYT-2,3,2,4,3,"It was helpful getting specific facts, like a birthplace, or sometime suggesting options, like names of japanese cars.",I used it more to get general information than to try to get it to understand a clue.,"literal, expansive"
173_cc105e81c42472616e2fc40b78bd0926_ai2-jumbo,cc105e81c42472616e2fc40b78bd0926,Jumbo,173,NYT-2,3,2,3,1,The AI often responded with something entirely irrelevant.,"Yes, I began to try to solve as many clues as I could on my own towards the end. This was because the AI was not providing me with any useful responses.","unhelpful, incoherent, useless"
173_99951d28bd9234c36f17a5aaaebd69c2_davinci,99951d28bd9234c36f17a5aaaebd69c2,Davinci,173,NYT-2,3,2,4,3,The AI was helpful in some situations. I am not sure if I asked the correct questions for the AI to respond ,I got better at asking and phrasing questions to the AI the longer I played,mediocre 
173_c19ace66daa69e60f7511dd5ca8c47fb_text-davinci,c19ace66daa69e60f7511dd5ca8c47fb,InstructDavinci,173,NYT-2,4,2,3,3,"It started off okay with helping me solve the clues, but it started going off into weird tangents when I tried to type more items in. It's like it got overwhelmed. ","Yes, I stopped using the AI after a while and pretty much just solved the crossword the way I normally do, which is to go all over the board and see what fits.","Confused, practical, workable"
173_a354060748901d785c4720e156553e31_davinci,a354060748901d785c4720e156553e31,Davinci,173,NYT-2,2,1,5,2,It simply didn't help at all.,I tried different ways of interacting with it but it just seemed like random keyword trigger responses rather than providing any rational or logical feedback.,worthless
173_7cf9d79aef8b1f59d36cbd5681709c1f_ai2-jumbo,7cf9d79aef8b1f59d36cbd5681709c1f,Jumbo,173,NYT-2,2,3,4,3,Some answers were basic and easy to get insight from the AI,At first I was trying to just answer as many as I could without help but that quickly changed. After that I looked for answers I thought I could come up with a good question for when I used the AI.,"limited, slow, helpful"
173_0e5b83906fd553f992ee60ac3af5123b_text-babbage,0e5b83906fd553f992ee60ac3af5123b,InstructBabbage,173,NYT-2,1,1,1,1,It did not give me clear answers for anything I asked.,"Once I saw that it was obviously not going to help, I stopped trying so much.","useless, stupid"
173_b6bf78dcefe95729c1dcad05201a1aef_davinci,b6bf78dcefe95729c1dcad05201a1aef,Davinci,173,NYT-2,3,3,4,3,"I found the AI to be a bit hit or miss. In some cases, the AI did a fairly good job of providing helpful answers to some of my queries. However, there were quite a couple of instances were it struggles to decipher the queries that I presented, which lead to it giving me a lot of incoherent facts about things that were far from what I initially asked it.  ","No, my method stayed fairly consistent throughout the task. However, there were a handful of occasions where I tried to approach the AI in a slightly different manner, in order to test if a certain method would yield better results.","confused, scattered, questionable"
173_c8a7ca378fb64e28678a296fab919f3b_ai2-jumbo,c8a7ca378fb64e28678a296fab919f3b,Jumbo,173,NYT-2,2,2,2,2,It didn't give me enough correct answers.,no,"unintelligent, inept"
173_bdc93bdfc48e5bd719b7bd5ab97b6524_davinci,bdc93bdfc48e5bd719b7bd5ab97b6524,Davinci,173,NYT-2,2,3,4,2,It was unhelpful most of the time because it would give answers that did not make sense or would not help at all.,I tried to rephrase the same question several times.,"useless, confused, unproductive"
173_3f57e08eb50efac820ddf5eae95c224f_ai2-jumbo,3f57e08eb50efac820ddf5eae95c224f,Jumbo,173,NYT-2,3,2,4,4,Sometimes it gave me unrelated answers.,I used it less as I was able to figure many answers on my own.,"responsive, intuitive, quick"
173_0952e695e842abccbdc1de9359e376b7_davinci,0952e695e842abccbdc1de9359e376b7,Davinci,173,NYT-2,4,2,4,3,It was able to give me the right answer about 35% of the time.,"I tried to ask a follow-up question if it didn't provide me the right answer the first time.  For instance, I asked it ""what is the first name of Dummkopf"".  But, the answer it gave didn't work.  So, I asked ""what is dummkopf"".","fast, limited"
173_0fab256a3ddd64f5b981134bd100adf3_text-davinci,0fab256a3ddd64f5b981134bd100adf3,InstructDavinci,173,NYT-2,4,3,5,3,"The AI Teammate was good at finding information, but only if I could formulate the question correctly. Sometime even then I did not receive an useful answer. ",Just a bit. I started trying the same question more than once.,"knowledgeable, well-informed, stumped"
187_4cc14c46cbd6625508879475c8faba2c_ai2-jumbo,4cc14c46cbd6625508879475c8faba2c,Jumbo,187,SIT,3,3,4,3,It was able to provide some answers but it also didn't understand some queries and gave irrelevant information.,I simplified my questions. It responded better to concise fragments than to complete sentences.,"Quick, simple, new"
187_69b5bd578e167ff21e624417b3a5c44e_text-davinci,69b5bd578e167ff21e624417b3a5c44e,InstructDavinci,187,SIT,4,4,5,4,helpful,no,helpful
187_bbeffde989f18ac2b24708a4519045e1_text-davinci,bbeffde989f18ac2b24708a4519045e1,InstructDavinci,187,SIT,4,3,4,3,"meh, I did get a hint or two, I'm usually pretty good at crossword though. The bot was overall correct though, usually.","no, not really. I tried to be fairly detailed though, even more so as time went on though.","sturdy, reliable enough."
187_eb7023cacba007ef5df2282a3bda0f86_text-davinci,eb7023cacba007ef5df2282a3bda0f86,InstructDavinci,187,SIT,4,4,5,5,The AI teammate helped me with some answers and just didn't have relevant answers for others.,"No, I used it the same way the entire time.","Quick, fast, inconsistent"
187_2d73732a265ef52a41ffac8b90c9102f_text-babbage,2d73732a265ef52a41ffac8b90c9102f,InstructBabbage,187,SIT,2,1,1,1,"They simply didn't help, except maybe once or twice. I knew more answers myself. I couldn't figure out how to word questions to get a rational response or a response that didn't just repeat my question.",I just got more frustrated with the AI and would either not ask at all or try to reask the question in different ways,"dumb, slow, ignorant, uninformed, unhelpful"
187_b544f1b08cda68d4a328958398b4173b_text-babbage,b544f1b08cda68d4a328958398b4173b,InstructBabbage,187,SIT,4,4,5,5,The AI Teammate got quite a few answer correct after just one clue,I tried giving different clues when they didn't get the answer the first time,"Friendly, helpful"
187_04c7004595baa1010972c655efac1cac_text-babbage,04c7004595baa1010972c655efac1cac,InstructBabbage,187,SIT,5,4,5,4,It helped give me clues to some of the answers I was stuck on.,"Not really, but I found sometimes I had to ask questions in different ways.","Helpful, interesting, intelligent"
187_0824ceff6a8181938c3dc5c85ed026e3_text-davinci,0824ceff6a8181938c3dc5c85ed026e3,InstructDavinci,187,SIT,3,2,5,4,"It didn't give me any correct answers, so unhelpful.",No,"robotic, computer-like"
187_11b8946a60dd71196cd76f5f49851574_text-davinci,11b8946a60dd71196cd76f5f49851574,InstructDavinci,187,SIT,5,5,5,5,He gave me good information for my questions,no,"competent, helpful"
187_2cf775109e6a8e128d74e2deb2ba5cb1_text-davinci,2cf775109e6a8e128d74e2deb2ba5cb1,InstructDavinci,187,SIT,3,3,4,2,"They knew a handful of things, but only if I led it on.",I tried to be very straightforward in my wording,"lackluster, disappointing"
187_f4046292f4f79e6d06ae7386fe779c32_ai2-jumbo,f4046292f4f79e6d06ae7386fe779c32,Jumbo,187,SIT,1,1,2,2,Most of the answers returned were gibberish or unrelated. Some of them just repeated the search terms back to me over and over again repeatedly rather than giving an answer. Some were random completely unrelated snippets.,"I tried several different ways of asking about some clue, phrasing things in different way, to see if it would change the overall answer quality. It didn't help anything unfortunately. It would give back different answers but not anything related to the clues in almost all instances. ","Unfamiliar, unprepared, random, wild"
187_d36fe703f1189117a8acc76e3d2bae58_text-babbage,d36fe703f1189117a8acc76e3d2bae58,InstructBabbage,187,SIT,4,1,4,1,"It took several minutes for any answers, many answered never came, no answers were correct","No, I just kept trying clear questions ","Slow, useless, unhelpful"
187_5f016d0d9d7fedb61139db7b2be77edb_text-davinci,5f016d0d9d7fedb61139db7b2be77edb,InstructDavinci,187,SIT,4,4,5,4,"I was pretty good at solving the puzzle myself, unaided, but the AI helped when I got stuck. It seemed pretty intuitive, and it's answers were mostly on-point and brief.","When I discovered the AI gave brief, accurate responses, I used it with more confidence and relied on it when I was stuck. I realized that it could interpret my questions as questions and seemed to understand my intent, without having to write a long, grammatical question.","competent, functional, accurate, user-friendly"
187_4f79c3ae884ab24ae11c80ad424a8a5e_text-davinci,4f79c3ae884ab24ae11c80ad424a8a5e,InstructDavinci,187,SIT,4,4,5,4,"I found them to be helpful. They helped me to figure out some clues, and they verified some that I wanted to confirm with them.","If I knew the answer then I entered. However, if I didn't know the answer or wanted a second opinion then I would ask the AI for help.","helpful, responsive, knowledgeable, attentive"
187_1e6a88420b942084b82e6758f73315f8_davinci,1e6a88420b942084b82e6758f73315f8,Davinci,187,SIT,2,2,3,1,More often than not it repeated my question a number of time.  It only helped me once out of about 12 tries.,I tried asking questions in different ways but it still didn't work,"unintelligent, useless, disappointing"
187_a99cc1fc7dad6c51b6ef46f551e87154_davinci,a99cc1fc7dad6c51b6ef46f551e87154,Davinci,187,SIT,3,1,2,1,"It wasn't helpful, even when I tried to dumb down my questions. Lots of repetition or partial quotes.","I stopped relying on it after awhile. I swear a couple of my answers should be correct, but the AI specifically told me that the city I was thinking of didn't border Arizona and that the term for yale bowl fans was wrong, even though my sister teaches at yale.",awkward
187_f3cce8c83fed3f1d9216ea35efa1d765_text-babbage,f3cce8c83fed3f1d9216ea35efa1d765,InstructBabbage,187,SIT,1,1,5,1,It did not give me any useful help. Even straightforward questions were beyond its abilities.,It changed but nothing worked,"arrogant, hostile, schizoid, insulting"
187_ae0e5ce27ac7031f0ae6cba5ec49dadb_davinci,ae0e5ce27ac7031f0ae6cba5ec49dadb,Davinci,187,SIT,3,1,2,1,I couldn't really get any answers from the AI. I just had to make guesses.,It didn't really change at all.,"Confusing, unhelpful"
187_b3d7cef6025c405a32e821b15d0da84c_davinci,b3d7cef6025c405a32e821b15d0da84c,Davinci,187,SIT,1,1,1,1,"Just like last time, the AI was talking in circles and not making much sense. ",Yeah I stopped interacting entirely after asking one question because I remembered how bad it was last time and I was getting Deja Vu,"Unhelpful, useless"
187_cb9564a86f8e811b6767152bd6bf090c_text-davinci,cb9564a86f8e811b6767152bd6bf090c,InstructDavinci,187,SIT,4,5,5,4,"It helped me a lot with facts that I didn't know, and I couldn't have solved the crossword without it, even if it did give me some wrong answers.","I had to ask the same question multiple times in order to find out the name of a Reds catcher with 10 Golden Gloves, because the AI gave me wrong answers.  Other than that, I tried to use different wordings, and to include my own assumptions to avoid the same problem on future clues.","Helpful, competent, imperfect"
187_bad44ae4b2f6267a9f757a11f17546b9_text-babbage,bad44ae4b2f6267a9f757a11f17546b9,InstructBabbage,187,SIT,4,3,5,4,My teammate was helpful when confronted with questions concerning trivia. They did not seem helpful for finding things with similar meanings or relationships.,I do not believe that the way that I chose to interact with the AI teammate changed over the course of the puzzle.,"fast, responsive, polite, knowledgeable"
187_11c58d49972d7e0363017954352a5398_davinci,11c58d49972d7e0363017954352a5398,Davinci,187,SIT,4,2,5,3,it seemed to be more helpful when I was able to ask for synonyms. The other things I was trying for were almost too vague or not specific enough. It's hard because with a crossword you're looking for vague ideas sometimes,"I did realize that I had to be super specific in my questions, and that it was more likely to be good for definitions/synonyms than anything else.","mechanical, robotic"
187_dc73505099bca8ee5514c3eefdca4916_ai2-jumbo,dc73505099bca8ee5514c3eefdca4916,Jumbo,187,SIT,3,2,2,2,sometimes it doesn;t understand what i'm asking ,no it didnt ,"dumb, slow, uneducated "
187_02fe4addc3d80015a47dc2539391ba93_davinci,02fe4addc3d80015a47dc2539391ba93,Davinci,187,SIT,2,1,3,1,"I'm not great at crossword puzzles to begin with, but the AI didn't even really answer any questions. If I asked for a name, it would give me an abstract line from a document that included some information but stopped short of the name I asked for. Sometimes it just repeated my question, and sometimes it just returned gibberish. It didn't answer any questions in a helpful way.","I tried posing questions differently. I tried asking different questions. I never really landed on a strategy because I never found any useful information, so I had nothing to try to build on.","unhelpful, obtuse, useless, unfinished "
187_27d5ac2483f94bf51117c69a863e51c4_davinci,27d5ac2483f94bf51117c69a863e51c4,Davinci,187,SIT,3,3,4,5,"Too many times, the AI answered with what looked like poems or lines from some type of literature. Other times, it just repeated what I wrote over and over. If I was careful to word (and sometimes, re-word) my questions, it would give me some really decent help to things I could not answer myself. I was also, at times, able to ask it if I was correct about an answer I came up with myself to double-check it. It was only helpful to an extent, though. Luckily, for words I knew myself (without help), I was able to figure out some things that the AI was unable to answer. But, without the AI, I would not have been able to answer so much, though. 50% helpful, I think..not much more.","Not really, other than to re-word some things with the hope that it would understand me better.",cheeky helpful stubborn
187_abff62510c6e6b987a6677f9438d61cc_davinci,abff62510c6e6b987a6677f9438d61cc,Davinci,187,SIT,2,2,3,3,i think they actually gave me a good answer only 2 or 3 times,"yes, i stopped using it for the most part","wrong, awkward, weird"
187_38ea1a52e9068b7b16b159d77139ee61_davinci,38ea1a52e9068b7b16b159d77139ee61,Davinci,187,SIT,3,3,3,4,"There were certain questions where I thought I had the right answer, but I wasn't sure.  The AI would help to provide me with information that made me more confident in my answer.  There were certain scenarios where the AI was helpful because it didn't give me relevant information.  I would try to change how I phrased my question to try and generate more relevant info.  There were also times where the AI would just repeat the same sentence over and over in its answer which didn't help me.","I tried to be more creative with how I asked my questions.  Sometimes, I didn't even ask a full question.  I may just say a few words like ""10 gold gloves"" to see if the AI would provide useful information. ",Useful.  Unique.  Interesting.
187_c2a31bea49dcb741878879c23a3ae6ba_ai2-jumbo,c2a31bea49dcb741878879c23a3ae6ba,Jumbo,187,SIT,1,1,3,1,Very unhelpful,"I tried to change some of the wording when I was interacting with AI. It did not make any difference, AI did not seem to understand anything I was asking no matter how I worded it","unclear, nonsensical, confusing, ridiculous"
187_ddb694ab7e8cbbcdc1f8c144d35a4bb0_ai2-jumbo,ddb694ab7e8cbbcdc1f8c144d35a4bb0,Jumbo,187,SIT,2,2,2,2,"I thought I was asking a number of simple questions, but the results seemed random.  That often just repeated some of what I had written.","I tried asking questions in different ways, but often it did not improve the result.  I think I have yet found the best way to form a question.","FRustrating, irritating, unrelated, obscure, unresponsive."
187_ca8f171d201e05ab91f1f9c21ec5de41_text-babbage,ca8f171d201e05ab91f1f9c21ec5de41,InstructBabbage,187,SIT,3,3,2,3,"At the beginning, the AI was helpful but it did not quite understand my questions later on.","Yes, I changed the style of asking a question if the AI did not give me a satisfactory answer.","quick, responsible, friendly"
187_9cf53ac9fa5451a616d830159b722731_davinci,9cf53ac9fa5451a616d830159b722731,Davinci,187,SIT,3,2,3,1,When I asked it simple questions it would respond with nonsensical answers most of the time.,No,"unhelpful, confused, awkward, difficult, obtuse"
187_d77d60e197e1bd06f21d78aef779b54c_ai2-jumbo,d77d60e197e1bd06f21d78aef779b54c,Jumbo,187,SIT,2,1,2,1,I only got 1 answer from the AI,I tried to rephrase my questions but it made the AI more confused.,"useless, difficult, frustrating"
187_89a78d3c80359f21033b807b61a9abcf_text-davinci,89a78d3c80359f21033b807b61a9abcf,InstructDavinci,187,SIT,5,5,5,4,The AI mostly understood what I was asking and had the right answer most of the time.,"no, I just asked questions I didn't know.  If it didn't give me what I wanted, I just rephrased the question.","smart, helpful, understanding, quick"
187_a1e2e44d9dab5c113b33caabeb9bd7e7_ai2-jumbo,a1e2e44d9dab5c113b33caabeb9bd7e7,Jumbo,187,SIT,3,2,4,4,"At times the AI would give me the answer immediately along with information regarding the answer. But a lot of times the AI would just repeat my question, or a bunch of other questions. It was not at all helpful when all it did was repeat sentences.","No, I just tried to think of various ways to ask a question when I could not get an answer. ","determined, friendly, warm, puzzling, confused"
187_43dc2879c3decdcc3010feb25653b969_ai2-jumbo,43dc2879c3decdcc3010feb25653b969,Jumbo,187,SIT,3,4,5,3,"I found that the AI assistant was able to help me with a few answers, but sometimes it was misguided.",I tried to simplify some of my search terms as I went on because sometimes the assistant was a little misguided.,"clear, helpful"
187_91487fa119b3b13384e59ddec61d656c_text-davinci,91487fa119b3b13384e59ddec61d656c,InstructDavinci,187,SIT,5,2,5,2,i only got a few clues from using the AI.  i finally resorted to trying as many clues as I knew and then trying the AI to help fill in a few more.,"yes, when it was apparent getting correct answers was difficult, i relied more on myself and the AI later to try to fill in more responses","easy to ask questions to, not very helpful understanding the item asked and giving a useful response."
187_1e1f5577348f76027d7884815297109a_text-davinci,1e1f5577348f76027d7884815297109a,InstructDavinci,187,SIT,3,3,4,4,"It helped me a LOT more than the last time. I got quiet a few answers, though sometimes it was frustrating to use and just gave me nonsense",not really- I usually just inputted the crossword hint or asked specific questions,"helpful, confused, knowledgeable, random"
187_57e0a3221f057e7324a484be0e75a67e_davinci,57e0a3221f057e7324a484be0e75a67e,Davinci,187,SIT,3,2,4,2,"I feel that the language barrier between myself and the AI-Partner caused the most impacting performance limiter. For example, one of my earliest queries was ""SCOTUS nominated to replace Sandra Day O'Connor"". The response had details about the current administration's nomination of Merick Garland (confirmed by a 73-23 vote).  This answer really threw a wrench in my momentum early on because the answer is not even in the same ballpark as the question. This leaves me with the following uncertainties: (a) Does the AI understand SCOUS? Should I re-phrase. (b) Do I have the name mixed up. (b1) Is Connor not a reference to Sandra Day O'Connor? (b2) Was Sandra Day O'Connor a different politician that I am confusing with Justice Connor? (c) Is it a coincidence that Merrick Garland was also nominated by with a 75-23 outcome? (d) Does it understand the difference between a Republican and a Democrat? (d1) Why would Biden's nomination have a republican majority?  From this, I felt my partner and myself had gotten off to quite a rough start. In one question, I am uncertain if the information is going to come back in negated form (republican=democrat), whether my partner understands time and whether my partner is limited or unfamiliar with common shorthand language (e.g,, acronyms, implicit You)","Yes, I found the AI-Partner to have a peculiar language comprehension ability and I had to
adapt my question phrasing to work with this. Also, for a reason I cannot explain, my accuracy in typing appeared to take a nose dive in some of my queries.

My initial assumption would be that a partnered communication exchange should have an 
inherent ability to work with simple spelling errors when the subject is adequately 
unique enough. For example, when I was trying to solve the Hugh Hefner clue, 
I had previous knowledge of the  verbal solution,  but I was unfamiliar with the 
proper spelling of Hefnor. Regardless, any reference to High Hefnor, Hugh Hephnor,  
Hugh Heffnir, Hugh Hephnure would lead a reasonable person to conclude 
there is only one intended reference.

I Found very little success with referencing Hefner himself, but I found success working through my prior knowledge of his relationship with Kendra Wilkinson. But even with this, it 
felt like  the responses mentioned her past boyfriends who were far less known than Mr. Hefner.

I gained some midway confident after solving for the Jemison astronaut. I had gathered she 
was the payload specialist for the Endeavor flight, but her first name seemed absent from all 
responses. I was finally able to achieve success when I stopped using the term ""African American"" in my  queries and rephrased as simply ""black"".","Microsofty, potential, clunky, un-synchronized, "
187_97015de7c03d7318af400145a2e053ae_text-davinci,97015de7c03d7318af400145a2e053ae,InstructDavinci,187,SIT,5,4,5,4,"I found the AI teammate helpful in most cases where it was able to provide me with the right response to my queries. It was usually with somewhat simpler queries, as opposed to more complex ones. I did find the AI unhelpful in some situations where it did not recognize my question and did not provide an answer. There were also times where the AI would give me an answer that was similar to my question, so it did not help me. ","I tried changing the wording of my queries, so that the AI would hopefully understand what I was seeking. Instead of asking a direct question, I would try to push the AI toward providing me an answer by trying to find out other information first. I wanted to find other related information that would help me formulate better queries for the AI.","quick, smart, picky, specific"
187_4e1012899a3f6dbeb511b28f69fc4de7_davinci,4e1012899a3f6dbeb511b28f69fc4de7,Davinci,187,SIT,2,2,5,2,It very rarely gave correct answers or useful hints. It did come up with a few though.,"I didn't use it much at first, then used it more after it gave a correct answer, then used it less again as time grew shorter and it didn't provide regular helpful responses.","confused, erratic, inarticulate"
187_a4cfee82480f25380b95822a8a765bdd_davinci,a4cfee82480f25380b95822a8a765bdd,Davinci,187,SIT,1,1,2,1,"it didnt answer me at all, offered very little usable feedback","i tried wording things differently, but it didnt matter much","robotic, dumb, repetitive"
187_f97f70d5ac218dc81fd3fe2056441a2d_ai2-jumbo,f97f70d5ac218dc81fd3fe2056441a2d,Jumbo,187,SIT,3,2,5,3,It really didn't help me much. Everything I answered were based on what I already knew.,I just wanted to give hints to help find it. It didn't changed throughout at all. ,"slow, wrong, busy"
187_3cf003c26b6ccd9057b8fbf31ddc05bc_ai2-jumbo,3cf003c26b6ccd9057b8fbf31ddc05bc,Jumbo,187,SIT,2,2,1,2,Unhelpful for the most part. I couldn't get them to answer questions sometimes they would repeat words over and over and I was unsure what to ask.,No because I just kept trying to ask them questions in hope that they could help me answer.,"hard, difficult, strange, confused"
187_676c2db717678227d492a7ac4b74dff0_davinci,676c2db717678227d492a7ac4b74dff0,Davinci,187,SIT,1,1,2,1,"The AI provided little in the way of assistance. Either it would repeat questions, or paraphrase information that had nothing to do with the question. As such, many answers came from me (like numero uno). ","It did. At first, I would ask multiple questions to solve just one line. However, when that proved unsuccessful, I at that point only gave the AI 1-2 chances to give me an answer. If it could not, I would move one. ","Unhelpful, incompetent, unnecessary, unrefined. "
187_e40ecc412c5d5e4e147d9c625ac2403a_text-babbage,e40ecc412c5d5e4e147d9c625ac2403a,InstructBabbage,187,SIT,3,4,5,4,It all depended upon the clue or word.  It's difficult to say when it was more helpful as it seemed random.  I tried to just ask questions or type relevant information.  It definitely helped me figure several out and even all but gave me the answer a couple of times!,"No, not really.","helpful, useful, assistive, prompt"
187_9901324279408d73e5bded38625c18e8_ai2-jumbo,9901324279408d73e5bded38625c18e8,Jumbo,187,SIT,3,3,3,2,it provided some knowledge based responses i needed,not really,"robotic, direct, specific"
187_c8a7ca378fb64e28678a296fab919f3b_davinci,c8a7ca378fb64e28678a296fab919f3b,Davinci,187,SIT,2,2,3,2,It didn't understand my questions well.,I asked less as I progressed because it didn't seem to be too smart.,"slow, unclear, inept"
187_99c9e14eafb83516ba94fa0efa32555d_ai2-jumbo,99c9e14eafb83516ba94fa0efa32555d,Jumbo,187,SIT,2,3,5,3,It was unhelpful when some of their answers were gibberish. ,"After awhile, I tried to ask things in more of a proper question format.","confused, incoherent, semi helpful"
187_f4e300f46b4f5ad55ae9d89b56fadda6_text-babbage,f4e300f46b4f5ad55ae9d89b56fadda6,InstructBabbage,187,SIT,2,3,5,5,"For the direct answers it gave they were far off, and the other suggestions were plain ","No, I interacted with it in the same manner ",Better 
187_1e9b8a0b2ceff06ac9de0d5e1c6fb692_text-babbage,1e9b8a0b2ceff06ac9de0d5e1c6fb692,InstructBabbage,187,SIT,3,2,3,2,The AI was not able to understand most things I was asking it for or would not give the full answer to my questions.,No,incomplete
187_8fc2ba345b2855f912c916a40380350a_text-babbage,8fc2ba345b2855f912c916a40380350a,InstructBabbage,187,SIT,3,4,4,3,It didn't know much,"ye, when I ran out of what I knew I asked for help",slacking
187_8e9a8ec519e4478aa06f0c07d59dc6fe_text-davinci,8e9a8ec519e4478aa06f0c07d59dc6fe,InstructDavinci,187,SIT,4,2,3,2,Many of the answers didn't pertain to the puzzle answers,"Not really. A couple of times I tried rephrasing a question, but that only worked once or twice.","helpful (sometimes), unhelpful (other times), quick (response time)"
187_80d7b42853e9d8ff4f8f44da51510e4b_ai2-jumbo,80d7b42853e9d8ff4f8f44da51510e4b,Jumbo,187,SIT,2,2,3,2,unhelpful,I tried to think of different ways to ask questions. If after 3 attempts I gave up and moved to the next question.,"unreliable, unpredictable"
187_8347ff3d9c615745e085a59d369da3d5_text-babbage,8347ff3d9c615745e085a59d369da3d5,InstructBabbage,187,SIT,5,4,5,4,helpful,No,"smart, consistent, knowledgeable"
187_85f0641012d5b638520e7b01eedfc33c_text-davinci,85f0641012d5b638520e7b01eedfc33c,InstructDavinci,187,SIT,4,4,5,4,It helped me solve some clues I otherwise wouldn't have.,It didn't change at all.,"Fast, smart, knowledgeable"
187_60c1428e7de0a24d3bc6382d845b7027_davinci,60c1428e7de0a24d3bc6382d845b7027,Davinci,187,SIT,1,1,1,1,It's responses were gibberish that had little to do with my prompts.,I got more repetitive (i.e. just kept repeating my prompt) to see if anything would change.,"unhelpful, useless, stupid"
187_f9c1bac3276cc5f52cce7e148193256f_davinci,f9c1bac3276cc5f52cce7e148193256f,Davinci,187,SIT,3,2,5,3,Most times the answers were unrelated to the clues.,I had to ask follow-up questions to get better responses.,"smart, clever"
187_29e7d9c87c985fa3454edf727ef29ccd_ai2-jumbo,29e7d9c87c985fa3454edf727ef29ccd,Jumbo,187,SIT,2,2,4,3,often gave unrelated/vague info or simply repeated itself,I hoped for some keyword to be given in the response,general/vague
187_21d41583b5bca5dac9e75817638f72dd_text-davinci,21d41583b5bca5dac9e75817638f72dd,InstructDavinci,187,SIT,4,3,5,4,The AI didn't always have the correct answer for easy questions. And  sometimes it gave back results that didn't  seem to fir the query ,A little. I tried different ways to phrase or search for an answer. A few question I knew the answer to so I tried to phrase it in a way to make it easier for the AI to give me the right answer but it didn't always work.,Quick
187_36b8962420cc2f36e9c2494f0518269f_davinci,36b8962420cc2f36e9c2494f0518269f,Davinci,187,SIT,2,2,2,1,I had trouble knowing how to get a response.  If I did not word it properly it would come back with gibberish.,I learned how to get synonyms.  Instead of _____ synonym I put ______ thesaurus,finicky 
