session_id,worker_id,turn_id,model,prompt,interestingness,boringness,preference,fluency,sensibility,specificity,humanness,quality
1a9cc5dd-4103-4ebf-86c9-83170bf72b6d,1dbed535-340f-4ba1-8eb9-44ba369d2919,2,Jumbo,I locked my keys in my car about a week ago. It was 95 degrees outside and I was at the store getting groceries.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
1a9cc5dd-4103-4ebf-86c9-83170bf72b6d,1dbed535-340f-4ba1-8eb9-44ba369d2919,3,Jumbo,I locked my keys in my car about a week ago. It was 95 degrees outside and I was at the store getting groceries.,1.0,0.0,0.0,1.0,0.0,0.0,1.0,
1a9cc5dd-4103-4ebf-86c9-83170bf72b6d,1dbed535-340f-4ba1-8eb9-44ba369d2919,4,Jumbo,I locked my keys in my car about a week ago. It was 95 degrees outside and I was at the store getting groceries.,0.0,0.0,0.0,1.0,0.0,0.0,1.0,
1a9cc5dd-4103-4ebf-86c9-83170bf72b6d,1dbed535-340f-4ba1-8eb9-44ba369d2919,5,Jumbo,I locked my keys in my car about a week ago. It was 95 degrees outside and I was at the store getting groceries.,1.0,0.0,1.0,0.0,1.0,1.0,0.0,
1a9cc5dd-4103-4ebf-86c9-83170bf72b6d,1dbed535-340f-4ba1-8eb9-44ba369d2919,6,Jumbo,I locked my keys in my car about a week ago. It was 95 degrees outside and I was at the store getting groceries.,1.0,0.0,1.0,0.0,1.0,1.0,0.0,
1a9cc5dd-4103-4ebf-86c9-83170bf72b6d,1dbed535-340f-4ba1-8eb9-44ba369d2919,7,Jumbo,I locked my keys in my car about a week ago. It was 95 degrees outside and I was at the store getting groceries.,1.0,0.0,1.0,1.0,0.0,1.0,0.0,
1a9cc5dd-4103-4ebf-86c9-83170bf72b6d,1dbed535-340f-4ba1-8eb9-44ba369d2919,8,Jumbo,I locked my keys in my car about a week ago. It was 95 degrees outside and I was at the store getting groceries.,0.0,0.0,1.0,0.0,0.0,1.0,0.0,
1a9cc5dd-4103-4ebf-86c9-83170bf72b6d,1dbed535-340f-4ba1-8eb9-44ba369d2919,9,Jumbo,I locked my keys in my car about a week ago. It was 95 degrees outside and I was at the store getting groceries.,0.0,0.0,1.0,1.0,1.0,1.0,0.0,
1a9cc5dd-4103-4ebf-86c9-83170bf72b6d,1dbed535-340f-4ba1-8eb9-44ba369d2919,10,Jumbo,I locked my keys in my car about a week ago. It was 95 degrees outside and I was at the store getting groceries.,1.0,0.0,1.0,1.0,1.0,1.0,0.0,
1a9cc5dd-4103-4ebf-86c9-83170bf72b6d,1dbed535-340f-4ba1-8eb9-44ba369d2919,11,Jumbo,I locked my keys in my car about a week ago. It was 95 degrees outside and I was at the store getting groceries.,0.0,0.0,0.0,1.0,1.0,1.0,0.0,
1a9cc5dd-4103-4ebf-86c9-83170bf72b6d,1dbed535-340f-4ba1-8eb9-44ba369d2919,12,Jumbo,I locked my keys in my car about a week ago. It was 95 degrees outside and I was at the store getting groceries.,1.0,0.0,0.0,0.0,1.0,1.0,0.0,
1a9cc5dd-4103-4ebf-86c9-83170bf72b6d,1dbed535-340f-4ba1-8eb9-44ba369d2919,13,Jumbo,I locked my keys in my car about a week ago. It was 95 degrees outside and I was at the store getting groceries.,1.0,0.0,1.0,0.0,1.0,0.0,1.0,
1a9cc5dd-4103-4ebf-86c9-83170bf72b6d,1dbed535-340f-4ba1-8eb9-44ba369d2919,14,Jumbo,I locked my keys in my car about a week ago. It was 95 degrees outside and I was at the store getting groceries.,0.0,0.0,1.0,0.0,0.0,1.0,1.0,
1a9cc5dd-4103-4ebf-86c9-83170bf72b6d,1dbed535-340f-4ba1-8eb9-44ba369d2919,15,Jumbo,I locked my keys in my car about a week ago. It was 95 degrees outside and I was at the store getting groceries.,1.0,0.0,1.0,1.0,0.0,1.0,0.0,
1a9cc5dd-4103-4ebf-86c9-83170bf72b6d,1dbed535-340f-4ba1-8eb9-44ba369d2919,16,Jumbo,I locked my keys in my car about a week ago. It was 95 degrees outside and I was at the store getting groceries.,1.0,0.0,1.0,1.0,1.0,1.0,0.0,
3ea8dad0-8440-49fc-9783-e5da1b0f0ec6,bd2eeaa0-c595-482c-a502-2d0f2e6fe6d2,-1,InstructDavinci,Robin went to Las Vegas and risked her husbands entire savings account on the roulette table.,,,,,,,,3.0
3ea8dad0-8440-49fc-9783-e5da1b0f0ec6,bd2eeaa0-c595-482c-a502-2d0f2e6fe6d2,1,InstructDavinci,Robin went to Las Vegas and risked her husbands entire savings account on the roulette table.,0.0,0.0,1.0,1.0,1.0,1.0,0.0,
3ea8dad0-8440-49fc-9783-e5da1b0f0ec6,bd2eeaa0-c595-482c-a502-2d0f2e6fe6d2,2,InstructDavinci,Robin went to Las Vegas and risked her husbands entire savings account on the roulette table.,0.0,0.0,1.0,1.0,1.0,1.0,0.0,
3ea8dad0-8440-49fc-9783-e5da1b0f0ec6,bd2eeaa0-c595-482c-a502-2d0f2e6fe6d2,3,InstructDavinci,Robin went to Las Vegas and risked her husbands entire savings account on the roulette table.,1.0,0.0,1.0,1.0,1.0,1.0,1.0,
3ea8dad0-8440-49fc-9783-e5da1b0f0ec6,bd2eeaa0-c595-482c-a502-2d0f2e6fe6d2,4,InstructDavinci,Robin went to Las Vegas and risked her husbands entire savings account on the roulette table.,1.0,0.0,1.0,1.0,1.0,1.0,1.0,
3ea8dad0-8440-49fc-9783-e5da1b0f0ec6,bd2eeaa0-c595-482c-a502-2d0f2e6fe6d2,5,InstructDavinci,Robin went to Las Vegas and risked her husbands entire savings account on the roulette table.,0.0,0.0,1.0,1.0,1.0,1.0,0.0,
3ea8dad0-8440-49fc-9783-e5da1b0f0ec6,bd2eeaa0-c595-482c-a502-2d0f2e6fe6d2,6,InstructDavinci,Robin went to Las Vegas and risked her husbands entire savings account on the roulette table.,0.0,0.0,1.0,1.0,1.0,1.0,0.0,
3ea8dad0-8440-49fc-9783-e5da1b0f0ec6,bd2eeaa0-c595-482c-a502-2d0f2e6fe6d2,7,InstructDavinci,Robin went to Las Vegas and risked her husbands entire savings account on the roulette table.,1.0,0.0,1.0,1.0,1.0,1.0,1.0,
3ea8dad0-8440-49fc-9783-e5da1b0f0ec6,bd2eeaa0-c595-482c-a502-2d0f2e6fe6d2,8,InstructDavinci,Robin went to Las Vegas and risked her husbands entire savings account on the roulette table.,0.0,1.0,0.0,1.0,1.0,1.0,1.0,
3ea8dad0-8440-49fc-9783-e5da1b0f0ec6,bd2eeaa0-c595-482c-a502-2d0f2e6fe6d2,9,InstructDavinci,Robin went to Las Vegas and risked her husbands entire savings account on the roulette table.,0.0,0.0,1.0,1.0,1.0,1.0,1.0,
3ea8dad0-8440-49fc-9783-e5da1b0f0ec6,bd2eeaa0-c595-482c-a502-2d0f2e6fe6d2,10,InstructDavinci,Robin went to Las Vegas and risked her husbands entire savings account on the roulette table.,1.0,0.0,1.0,1.0,1.0,1.0,1.0,
d0e8796d-2825-4b8e-99eb-45e34bdb5ca9,dd9f5e50-828b-41a8-b547-7533db648739,-1,InstructBabbage,"I was very happy about a time when i saw an elderly lady being helped by a younger male , its nice to see people still helping others now days.",,,,,,,,4.0
d0e8796d-2825-4b8e-99eb-45e34bdb5ca9,dd9f5e50-828b-41a8-b547-7533db648739,1,InstructBabbage,"I was very happy about a time when i saw an elderly lady being helped by a younger male , its nice to see people still helping others now days.",0.0,0.0,1.0,1.0,1.0,1.0,1.0,
d0e8796d-2825-4b8e-99eb-45e34bdb5ca9,dd9f5e50-828b-41a8-b547-7533db648739,2,InstructBabbage,"I was very happy about a time when i saw an elderly lady being helped by a younger male , its nice to see people still helping others now days.",0.0,0.0,1.0,1.0,1.0,1.0,0.0,
d0e8796d-2825-4b8e-99eb-45e34bdb5ca9,dd9f5e50-828b-41a8-b547-7533db648739,3,InstructBabbage,"I was very happy about a time when i saw an elderly lady being helped by a younger male , its nice to see people still helping others now days.",1.0,0.0,1.0,1.0,1.0,1.0,1.0,
d0e8796d-2825-4b8e-99eb-45e34bdb5ca9,dd9f5e50-828b-41a8-b547-7533db648739,4,InstructBabbage,"I was very happy about a time when i saw an elderly lady being helped by a younger male , its nice to see people still helping others now days.",1.0,0.0,1.0,1.0,1.0,1.0,1.0,
d0e8796d-2825-4b8e-99eb-45e34bdb5ca9,dd9f5e50-828b-41a8-b547-7533db648739,5,InstructBabbage,"I was very happy about a time when i saw an elderly lady being helped by a younger male , its nice to see people still helping others now days.",1.0,0.0,1.0,1.0,1.0,1.0,1.0,
d0e8796d-2825-4b8e-99eb-45e34bdb5ca9,dd9f5e50-828b-41a8-b547-7533db648739,6,InstructBabbage,"I was very happy about a time when i saw an elderly lady being helped by a younger male , its nice to see people still helping others now days.",0.0,0.0,1.0,1.0,1.0,0.0,0.0,
d0e8796d-2825-4b8e-99eb-45e34bdb5ca9,dd9f5e50-828b-41a8-b547-7533db648739,7,InstructBabbage,"I was very happy about a time when i saw an elderly lady being helped by a younger male , its nice to see people still helping others now days.",1.0,0.0,1.0,1.0,1.0,1.0,1.0,
d0e8796d-2825-4b8e-99eb-45e34bdb5ca9,dd9f5e50-828b-41a8-b547-7533db648739,8,InstructBabbage,"I was very happy about a time when i saw an elderly lady being helped by a younger male , its nice to see people still helping others now days.",0.0,0.0,1.0,1.0,1.0,1.0,1.0,
d0e8796d-2825-4b8e-99eb-45e34bdb5ca9,dd9f5e50-828b-41a8-b547-7533db648739,9,InstructBabbage,"I was very happy about a time when i saw an elderly lady being helped by a younger male , its nice to see people still helping others now days.",0.0,1.0,1.0,1.0,1.0,0.0,0.0,
b0fafaaf-2716-4579-8db7-93affe582c8c,29b2f9ed-207a-4e59-9f9e-a455dc989986,-1,Jumbo,Cameron brought their family to his play. They were so excited to see him act.,,,,,,,,1.0
b0fafaaf-2716-4579-8db7-93affe582c8c,29b2f9ed-207a-4e59-9f9e-a455dc989986,1,Jumbo,Cameron brought their family to his play. They were so excited to see him act.,0.0,1.0,0.0,1.0,1.0,1.0,0.0,
b0fafaaf-2716-4579-8db7-93affe582c8c,29b2f9ed-207a-4e59-9f9e-a455dc989986,2,Jumbo,Cameron brought their family to his play. They were so excited to see him act.,0.0,0.0,1.0,0.0,1.0,1.0,1.0,
b0fafaaf-2716-4579-8db7-93affe582c8c,29b2f9ed-207a-4e59-9f9e-a455dc989986,3,Jumbo,Cameron brought their family to his play. They were so excited to see him act.,0.0,0.0,1.0,1.0,1.0,0.0,0.0,
b0fafaaf-2716-4579-8db7-93affe582c8c,29b2f9ed-207a-4e59-9f9e-a455dc989986,4,Jumbo,Cameron brought their family to his play. They were so excited to see him act.,0.0,0.0,0.0,1.0,1.0,1.0,0.0,
b0fafaaf-2716-4579-8db7-93affe582c8c,29b2f9ed-207a-4e59-9f9e-a455dc989986,5,Jumbo,Cameron brought their family to his play. They were so excited to see him act.,0.0,1.0,0.0,1.0,1.0,0.0,0.0,
b0fafaaf-2716-4579-8db7-93affe582c8c,29b2f9ed-207a-4e59-9f9e-a455dc989986,6,Jumbo,Cameron brought their family to his play. They were so excited to see him act.,0.0,0.0,1.0,1.0,1.0,1.0,0.0,
b0fafaaf-2716-4579-8db7-93affe582c8c,29b2f9ed-207a-4e59-9f9e-a455dc989986,7,Jumbo,Cameron brought their family to his play. They were so excited to see him act.,0.0,1.0,1.0,1.0,1.0,1.0,1.0,
b0fafaaf-2716-4579-8db7-93affe582c8c,29b2f9ed-207a-4e59-9f9e-a455dc989986,8,Jumbo,Cameron brought their family to his play. They were so excited to see him act.,0.0,0.0,1.0,1.0,1.0,1.0,1.0,
b0fafaaf-2716-4579-8db7-93affe582c8c,29b2f9ed-207a-4e59-9f9e-a455dc989986,9,Jumbo,Cameron brought their family to his play. They were so excited to see him act.,0.0,0.0,0.0,1.0,1.0,1.0,1.0,
b0fafaaf-2716-4579-8db7-93affe582c8c,29b2f9ed-207a-4e59-9f9e-a455dc989986,10,Jumbo,Cameron brought their family to his play. They were so excited to see him act.,0.0,1.0,0.0,1.0,1.0,0.0,0.0,
df234e58-6a98-44f7-83e9-c0351eb5a1dc,1e7bfbbf-260f-4c1b-a515-ac2e18c0ad95,-1,Jumbo,"Kendall couldn't afford a regular cable bill, so they often went to Sasha's house for TV. This month, Sasha wasn't able to pay their bill so Kendall covered it.",,,,,,,,4.0
df234e58-6a98-44f7-83e9-c0351eb5a1dc,1e7bfbbf-260f-4c1b-a515-ac2e18c0ad95,1,Jumbo,"Kendall couldn't afford a regular cable bill, so they often went to Sasha's house for TV. This month, Sasha wasn't able to pay their bill so Kendall covered it.",0.0,0.0,1.0,1.0,1.0,1.0,1.0,
df234e58-6a98-44f7-83e9-c0351eb5a1dc,1e7bfbbf-260f-4c1b-a515-ac2e18c0ad95,2,Jumbo,"Kendall couldn't afford a regular cable bill, so they often went to Sasha's house for TV. This month, Sasha wasn't able to pay their bill so Kendall covered it.",0.0,0.0,1.0,1.0,1.0,1.0,1.0,
df234e58-6a98-44f7-83e9-c0351eb5a1dc,1e7bfbbf-260f-4c1b-a515-ac2e18c0ad95,3,Jumbo,"Kendall couldn't afford a regular cable bill, so they often went to Sasha's house for TV. This month, Sasha wasn't able to pay their bill so Kendall covered it.",0.0,0.0,1.0,0.0,0.0,1.0,0.0,
df234e58-6a98-44f7-83e9-c0351eb5a1dc,1e7bfbbf-260f-4c1b-a515-ac2e18c0ad95,4,Jumbo,"Kendall couldn't afford a regular cable bill, so they often went to Sasha's house for TV. This month, Sasha wasn't able to pay their bill so Kendall covered it.",1.0,0.0,1.0,1.0,1.0,1.0,1.0,
df234e58-6a98-44f7-83e9-c0351eb5a1dc,1e7bfbbf-260f-4c1b-a515-ac2e18c0ad95,5,Jumbo,"Kendall couldn't afford a regular cable bill, so they often went to Sasha's house for TV. This month, Sasha wasn't able to pay their bill so Kendall covered it.",0.0,0.0,1.0,1.0,1.0,1.0,0.0,
df234e58-6a98-44f7-83e9-c0351eb5a1dc,1e7bfbbf-260f-4c1b-a515-ac2e18c0ad95,6,Jumbo,"Kendall couldn't afford a regular cable bill, so they often went to Sasha's house for TV. This month, Sasha wasn't able to pay their bill so Kendall covered it.",0.0,0.0,1.0,0.0,0.0,1.0,0.0,
df234e58-6a98-44f7-83e9-c0351eb5a1dc,1e7bfbbf-260f-4c1b-a515-ac2e18c0ad95,7,Jumbo,"Kendall couldn't afford a regular cable bill, so they often went to Sasha's house for TV. This month, Sasha wasn't able to pay their bill so Kendall covered it.",0.0,0.0,1.0,1.0,1.0,1.0,0.0,
df234e58-6a98-44f7-83e9-c0351eb5a1dc,1e7bfbbf-260f-4c1b-a515-ac2e18c0ad95,8,Jumbo,"Kendall couldn't afford a regular cable bill, so they often went to Sasha's house for TV. This month, Sasha wasn't able to pay their bill so Kendall covered it.",0.0,0.0,1.0,1.0,1.0,0.0,0.0,
df234e58-6a98-44f7-83e9-c0351eb5a1dc,1e7bfbbf-260f-4c1b-a515-ac2e18c0ad95,9,Jumbo,"Kendall couldn't afford a regular cable bill, so they often went to Sasha's house for TV. This month, Sasha wasn't able to pay their bill so Kendall covered it.",0.0,0.0,1.0,1.0,1.0,0.0,0.0,
df234e58-6a98-44f7-83e9-c0351eb5a1dc,1e7bfbbf-260f-4c1b-a515-ac2e18c0ad95,10,Jumbo,"Kendall couldn't afford a regular cable bill, so they often went to Sasha's house for TV. This month, Sasha wasn't able to pay their bill so Kendall covered it.",0.0,0.0,1.0,1.0,1.0,1.0,1.0,
df234e58-6a98-44f7-83e9-c0351eb5a1dc,1e7bfbbf-260f-4c1b-a515-ac2e18c0ad95,11,Jumbo,"Kendall couldn't afford a regular cable bill, so they often went to Sasha's house for TV. This month, Sasha wasn't able to pay their bill so Kendall covered it.",1.0,0.0,0.0,1.0,1.0,1.0,0.0,
df234e58-6a98-44f7-83e9-c0351eb5a1dc,1e7bfbbf-260f-4c1b-a515-ac2e18c0ad95,12,Jumbo,"Kendall couldn't afford a regular cable bill, so they often went to Sasha's house for TV. This month, Sasha wasn't able to pay their bill so Kendall covered it.",0.0,0.0,1.0,1.0,1.0,0.0,0.0,
df234e58-6a98-44f7-83e9-c0351eb5a1dc,1e7bfbbf-260f-4c1b-a515-ac2e18c0ad95,13,Jumbo,"Kendall couldn't afford a regular cable bill, so they often went to Sasha's house for TV. This month, Sasha wasn't able to pay their bill so Kendall covered it.",0.0,0.0,1.0,1.0,1.0,1.0,0.0,
df234e58-6a98-44f7-83e9-c0351eb5a1dc,1e7bfbbf-260f-4c1b-a515-ac2e18c0ad95,14,Jumbo,"Kendall couldn't afford a regular cable bill, so they often went to Sasha's house for TV. This month, Sasha wasn't able to pay their bill so Kendall covered it.",0.0,0.0,1.0,1.0,1.0,1.0,0.0,
5f683a7f-97bd-43e1-8210-bdc1c3d47060,fc0cab40-c9cf-49ce-8482-4d3f003661bf,-1,InstructBabbage,Jordan produced a lot of money annually. Always being able to pay his bills on time.,,,,,,,,3.0
5f683a7f-97bd-43e1-8210-bdc1c3d47060,fc0cab40-c9cf-49ce-8482-4d3f003661bf,1,InstructBabbage,Jordan produced a lot of money annually. Always being able to pay his bills on time.,0.0,0.0,1.0,1.0,1.0,1.0,0.0,
5f683a7f-97bd-43e1-8210-bdc1c3d47060,fc0cab40-c9cf-49ce-8482-4d3f003661bf,2,InstructBabbage,Jordan produced a lot of money annually. Always being able to pay his bills on time.,0.0,0.0,1.0,1.0,1.0,1.0,0.0,
5f683a7f-97bd-43e1-8210-bdc1c3d47060,fc0cab40-c9cf-49ce-8482-4d3f003661bf,3,InstructBabbage,Jordan produced a lot of money annually. Always being able to pay his bills on time.,0.0,0.0,1.0,1.0,1.0,1.0,1.0,
5f683a7f-97bd-43e1-8210-bdc1c3d47060,fc0cab40-c9cf-49ce-8482-4d3f003661bf,4,InstructBabbage,Jordan produced a lot of money annually. Always being able to pay his bills on time.,0.0,0.0,1.0,1.0,1.0,1.0,1.0,
5f683a7f-97bd-43e1-8210-bdc1c3d47060,fc0cab40-c9cf-49ce-8482-4d3f003661bf,5,InstructBabbage,Jordan produced a lot of money annually. Always being able to pay his bills on time.,0.0,0.0,1.0,1.0,1.0,1.0,1.0,
5f683a7f-97bd-43e1-8210-bdc1c3d47060,fc0cab40-c9cf-49ce-8482-4d3f003661bf,6,InstructBabbage,Jordan produced a lot of money annually. Always being able to pay his bills on time.,0.0,0.0,1.0,1.0,1.0,1.0,0.0,
5f683a7f-97bd-43e1-8210-bdc1c3d47060,fc0cab40-c9cf-49ce-8482-4d3f003661bf,7,InstructBabbage,Jordan produced a lot of money annually. Always being able to pay his bills on time.,0.0,0.0,1.0,1.0,1.0,1.0,0.0,
5f683a7f-97bd-43e1-8210-bdc1c3d47060,fc0cab40-c9cf-49ce-8482-4d3f003661bf,8,InstructBabbage,Jordan produced a lot of money annually. Always being able to pay his bills on time.,0.0,0.0,1.0,1.0,1.0,1.0,1.0,
5f683a7f-97bd-43e1-8210-bdc1c3d47060,fc0cab40-c9cf-49ce-8482-4d3f003661bf,9,InstructBabbage,Jordan produced a lot of money annually. Always being able to pay his bills on time.,0.0,0.0,1.0,1.0,1.0,1.0,1.0,
5f683a7f-97bd-43e1-8210-bdc1c3d47060,fc0cab40-c9cf-49ce-8482-4d3f003661bf,10,InstructBabbage,Jordan produced a lot of money annually. Always being able to pay his bills on time.,0.0,0.0,1.0,1.0,1.0,1.0,0.0,
97dd7e5b-8185-49d6-8535-7ff2c4a2df77,655039ec-71a5-4577-8b0e-98154d27a0cf,-1,Davinci,Robin went to Las Vegas and risked her husbands entire savings account on the roulette table.,,,,,,,,4.0
97dd7e5b-8185-49d6-8535-7ff2c4a2df77,655039ec-71a5-4577-8b0e-98154d27a0cf,1,Davinci,Robin went to Las Vegas and risked her husbands entire savings account on the roulette table.,0.0,0.0,1.0,1.0,1.0,1.0,0.0,
97dd7e5b-8185-49d6-8535-7ff2c4a2df77,655039ec-71a5-4577-8b0e-98154d27a0cf,2,Davinci,Robin went to Las Vegas and risked her husbands entire savings account on the roulette table.,0.0,0.0,1.0,1.0,1.0,1.0,0.0,
97dd7e5b-8185-49d6-8535-7ff2c4a2df77,655039ec-71a5-4577-8b0e-98154d27a0cf,3,Davinci,Robin went to Las Vegas and risked her husbands entire savings account on the roulette table.,0.0,0.0,1.0,1.0,1.0,1.0,0.0,
97dd7e5b-8185-49d6-8535-7ff2c4a2df77,655039ec-71a5-4577-8b0e-98154d27a0cf,4,Davinci,Robin went to Las Vegas and risked her husbands entire savings account on the roulette table.,0.0,0.0,0.0,1.0,1.0,1.0,0.0,
97dd7e5b-8185-49d6-8535-7ff2c4a2df77,655039ec-71a5-4577-8b0e-98154d27a0cf,5,Davinci,Robin went to Las Vegas and risked her husbands entire savings account on the roulette table.,0.0,0.0,1.0,1.0,1.0,1.0,0.0,
97dd7e5b-8185-49d6-8535-7ff2c4a2df77,655039ec-71a5-4577-8b0e-98154d27a0cf,6,Davinci,Robin went to Las Vegas and risked her husbands entire savings account on the roulette table.,0.0,0.0,1.0,1.0,1.0,1.0,1.0,
97dd7e5b-8185-49d6-8535-7ff2c4a2df77,655039ec-71a5-4577-8b0e-98154d27a0cf,7,Davinci,Robin went to Las Vegas and risked her husbands entire savings account on the roulette table.,0.0,0.0,1.0,1.0,1.0,1.0,0.0,
97dd7e5b-8185-49d6-8535-7ff2c4a2df77,655039ec-71a5-4577-8b0e-98154d27a0cf,8,Davinci,Robin went to Las Vegas and risked her husbands entire savings account on the roulette table.,0.0,0.0,1.0,1.0,1.0,1.0,1.0,
97dd7e5b-8185-49d6-8535-7ff2c4a2df77,655039ec-71a5-4577-8b0e-98154d27a0cf,9,Davinci,Robin went to Las Vegas and risked her husbands entire savings account on the roulette table.,0.0,0.0,1.0,1.0,1.0,1.0,0.0,
97dd7e5b-8185-49d6-8535-7ff2c4a2df77,655039ec-71a5-4577-8b0e-98154d27a0cf,10,Davinci,Robin went to Las Vegas and risked her husbands entire savings account on the roulette table.,0.0,0.0,1.0,1.0,1.0,1.0,1.0,
c4155263-18ab-4b08-b0f3-9f5538dd8502,8762fbe6-4327-4e62-8f8f-729854f78d65,-1,InstructDavinci,"I was walking through my hallway a few week ago, and my son was hiding under the table and grabbed my ankle. I thought i was got.",,,,,,,,5.0
c4155263-18ab-4b08-b0f3-9f5538dd8502,8762fbe6-4327-4e62-8f8f-729854f78d65,1,InstructDavinci,"I was walking through my hallway a few week ago, and my son was hiding under the table and grabbed my ankle. I thought i was got.",0.0,0.0,1.0,1.0,1.0,1.0,0.0,
c4155263-18ab-4b08-b0f3-9f5538dd8502,8762fbe6-4327-4e62-8f8f-729854f78d65,2,InstructDavinci,"I was walking through my hallway a few week ago, and my son was hiding under the table and grabbed my ankle. I thought i was got.",0.0,0.0,1.0,1.0,1.0,1.0,0.0,
c4155263-18ab-4b08-b0f3-9f5538dd8502,8762fbe6-4327-4e62-8f8f-729854f78d65,3,InstructDavinci,"I was walking through my hallway a few week ago, and my son was hiding under the table and grabbed my ankle. I thought i was got.",0.0,0.0,1.0,1.0,1.0,1.0,0.0,
c4155263-18ab-4b08-b0f3-9f5538dd8502,8762fbe6-4327-4e62-8f8f-729854f78d65,4,InstructDavinci,"I was walking through my hallway a few week ago, and my son was hiding under the table and grabbed my ankle. I thought i was got.",0.0,0.0,1.0,1.0,1.0,1.0,0.0,
c4155263-18ab-4b08-b0f3-9f5538dd8502,8762fbe6-4327-4e62-8f8f-729854f78d65,5,InstructDavinci,"I was walking through my hallway a few week ago, and my son was hiding under the table and grabbed my ankle. I thought i was got.",0.0,0.0,1.0,1.0,1.0,1.0,1.0,
c4155263-18ab-4b08-b0f3-9f5538dd8502,8762fbe6-4327-4e62-8f8f-729854f78d65,6,InstructDavinci,"I was walking through my hallway a few week ago, and my son was hiding under the table and grabbed my ankle. I thought i was got.",0.0,0.0,1.0,1.0,1.0,1.0,0.0,
c4155263-18ab-4b08-b0f3-9f5538dd8502,8762fbe6-4327-4e62-8f8f-729854f78d65,7,InstructDavinci,"I was walking through my hallway a few week ago, and my son was hiding under the table and grabbed my ankle. I thought i was got.",0.0,0.0,1.0,1.0,1.0,1.0,0.0,
c4155263-18ab-4b08-b0f3-9f5538dd8502,8762fbe6-4327-4e62-8f8f-729854f78d65,8,InstructDavinci,"I was walking through my hallway a few week ago, and my son was hiding under the table and grabbed my ankle. I thought i was got.",0.0,0.0,1.0,1.0,1.0,1.0,0.0,
c4155263-18ab-4b08-b0f3-9f5538dd8502,8762fbe6-4327-4e62-8f8f-729854f78d65,9,InstructDavinci,"I was walking through my hallway a few week ago, and my son was hiding under the table and grabbed my ankle. I thought i was got.",0.0,0.0,1.0,1.0,1.0,1.0,0.0,
c4155263-18ab-4b08-b0f3-9f5538dd8502,8762fbe6-4327-4e62-8f8f-729854f78d65,10,InstructDavinci,"I was walking through my hallway a few week ago, and my son was hiding under the table and grabbed my ankle. I thought i was got.",0.0,0.0,1.0,1.0,1.0,1.0,0.0,
7e70aee2-c1f1-4f4e-ab42-137b5fe538bf,0383bee9-53ce-41e7-933d-b5740219bd2b,-1,Jumbo,When my current girlfriend said yes to dating me.,,,,,,,,2.0
7e70aee2-c1f1-4f4e-ab42-137b5fe538bf,0383bee9-53ce-41e7-933d-b5740219bd2b,1,Jumbo,When my current girlfriend said yes to dating me.,0.0,1.0,1.0,1.0,1.0,0.0,0.0,
7e70aee2-c1f1-4f4e-ab42-137b5fe538bf,0383bee9-53ce-41e7-933d-b5740219bd2b,2,Jumbo,When my current girlfriend said yes to dating me.,0.0,1.0,1.0,1.0,1.0,0.0,0.0,
7e70aee2-c1f1-4f4e-ab42-137b5fe538bf,0383bee9-53ce-41e7-933d-b5740219bd2b,3,Jumbo,When my current girlfriend said yes to dating me.,0.0,1.0,1.0,1.0,1.0,0.0,0.0,
7e70aee2-c1f1-4f4e-ab42-137b5fe538bf,0383bee9-53ce-41e7-933d-b5740219bd2b,4,Jumbo,When my current girlfriend said yes to dating me.,0.0,0.0,1.0,1.0,1.0,1.0,0.0,
7e70aee2-c1f1-4f4e-ab42-137b5fe538bf,0383bee9-53ce-41e7-933d-b5740219bd2b,5,Jumbo,When my current girlfriend said yes to dating me.,0.0,1.0,1.0,1.0,1.0,1.0,0.0,
7e70aee2-c1f1-4f4e-ab42-137b5fe538bf,0383bee9-53ce-41e7-933d-b5740219bd2b,6,Jumbo,When my current girlfriend said yes to dating me.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
7e70aee2-c1f1-4f4e-ab42-137b5fe538bf,0383bee9-53ce-41e7-933d-b5740219bd2b,7,Jumbo,When my current girlfriend said yes to dating me.,0.0,1.0,1.0,1.0,0.0,1.0,0.0,
7e70aee2-c1f1-4f4e-ab42-137b5fe538bf,0383bee9-53ce-41e7-933d-b5740219bd2b,8,Jumbo,When my current girlfriend said yes to dating me.,0.0,0.0,1.0,1.0,1.0,0.0,0.0,
7e70aee2-c1f1-4f4e-ab42-137b5fe538bf,0383bee9-53ce-41e7-933d-b5740219bd2b,9,Jumbo,When my current girlfriend said yes to dating me.,0.0,0.0,1.0,1.0,1.0,1.0,0.0,
7e70aee2-c1f1-4f4e-ab42-137b5fe538bf,0383bee9-53ce-41e7-933d-b5740219bd2b,10,Jumbo,When my current girlfriend said yes to dating me.,0.0,0.0,1.0,1.0,1.0,1.0,0.0,
7e70aee2-c1f1-4f4e-ab42-137b5fe538bf,0383bee9-53ce-41e7-933d-b5740219bd2b,11,Jumbo,When my current girlfriend said yes to dating me.,0.0,0.0,1.0,1.0,1.0,1.0,0.0,
7e70aee2-c1f1-4f4e-ab42-137b5fe538bf,0383bee9-53ce-41e7-933d-b5740219bd2b,12,Jumbo,When my current girlfriend said yes to dating me.,0.0,0.0,1.0,1.0,1.0,0.0,0.0,
